,M_1,M_2,M_3,M_5,M_6,M_8,M_9,M_10,M_12,M_18,M_19,M_21,M_22,M_24,M_25,M_26,M_27,M_28,M_29,M_30,M_31,M_32,M_33,M_34,M_35,M_36,M_37,M_39,M_40,M_42,M_44,M_45,M_46,M_47,M_48,M_49,M_50,M_51,M_54,M_55,M_56,M_57,M_58,M_61,M_64,M_66,M_67,M_68,M_69,M_70,M_72,M_73,M_76,M_78,M_79,M_80,M_84,M_87,M_88,M_89,M_92,M_94,M_95,M_98,M_99,M_100,M_102,M_105,M_107,M_108,M_109,M_110,M_111,M_112,M_113,M_114,M_115,M_116,M_117,M_118,M_119,M_120,M_121,M_122,M_123,M_125,M_127,M_129,M_130,M_131,M_132,M_133,M_134,M_135,M_136,M_137,M_138,M_139,M_140,M_141,M_142,M_143,M_144,M_145,M_148,M_149,M_152,M_155,M_156,M_159,M_160,M_161,M_162,M_164,M_165,M_166,M_167,M_168,M_170,M_171
s_016um_00252_00156-1,0.0032153428,0.002206102,2.3275614e-05,0.0020240694,0.00504905,0.00027588755,0.0030378997,0.0057254434,-6.3329935e-08,-6.426126e-08,0.00014038384,0.014995396,0.001310885,0.0004669279,-3.585592e-08,1.7281622e-05,-0.00023499131,0.0014993399,0.022191733,0.016164124,0.0003682226,0.014051616,0.007838875,0.011872053,-6.614998e-05,0.0,-2.6229769e-05,0.0026623309,-2.2444874e-07,0.013941854,0.020409852,6.5956265e-05,0.008374125,0.0014566779,0.00020029396,-0.0002400279,7.286668e-06,0.015012652,4.656613e-05,0.0187307,0.0003754124,0.0013577044,0.00906679,0.000290066,0.014782339,1.0803342e-05,0.024502724,8.865446e-05,0.00022625178,0.022998959,-4.5541674e-07,2.0954758e-08,2.2165477e-06,5.289912e-07,0.033535868,0.0004413873,0.0044004917,0.00013923645,0.010453671,0.0056073964,-1.4230609e-06,0.0040491372,0.0037951916,0.005017251,0.009034991,0.001036346,0.014708281,0.005417198,0.0058819354,0.006699443,0.008155853,0.028636247,0.0043292493,7.47256e-05,0.00045271963,0.018867403,0.007205993,0.008546352,2.3469329e-07,-1.7136335e-07,0.0011112839,0.015288323,-1.532957e-05,0.027000904,3.094226e-05,0.0003241673,-0.00014443696,0.0002477467,0.021559358,-0.00013009459,6.70068e-05,4.982576e-07,0.0044293404,0.015928656,0.0056768656,0.021933377,-3.548339e-05,0.026494712,0.04349491,0.003416881,0.037458986,3.0551106e-05,0.013179451,0.0008109808,0.027698338,0.030142814,0.025230587,0.00075526536,0.0011887848,0.029742062,0.00014072657,0.00014256686,0.00049830973,0.00020702928,0.009319425,0.0002465248,4.7683716e-07,0.0011737347,0.0047331154,0.015580326
s_016um_00231_00076-1,0.0032342225,0.0020890385,9.816885e-05,0.0018105954,0.005078554,9.739399e-05,0.0031013042,0.0056106746,-1.2170523e-05,-2.910383e-10,3.5390258e-08,0.014985979,0.0010475814,0.00045970827,-3.4924597e-08,2.3923814e-05,-0.00024263561,0.00014284998,0.022275388,0.015559703,0.0003136918,0.013346255,0.006856531,0.01220873,-6.5300614e-05,1.0980293e-06,0.0,0.0023443252,4.4181943e-06,0.014261216,0.020269096,0.0027684718,0.00813818,0.0002195239,0.00022118539,-0.00024023652,1.0849908e-06,0.014950007,3.4924597e-10,0.01814726,0.00035662204,0.0013466179,0.009036869,0.00013761222,0.0147807,1.084432e-05,0.024197578,0.00014479458,0.00024797022,0.023248076,-7.543713e-07,-5.763024e-06,-4.2561442e-07,-2.910383e-10,0.033142895,2.0608306e-05,0.003667608,0.0008542985,0.01075691,0.0057320297,2.3283064e-10,0.0039361566,0.0037474781,0.0050224215,0.008990705,0.001041457,0.014561892,0.0054121763,0.0055621862,0.006654918,0.0073382854,0.028690547,0.004563689,8.483976e-05,0.00059520453,0.018848062,0.0070793033,0.009007633,2.3469329e-07,2.9616058e-07,0.0012626648,0.015649885,-2.9876828e-06,0.026891112,-1.46683306e-08,4.3381006e-06,-0.00014471263,9.2722476e-05,0.022543222,-5.306676e-06,0.0002509132,7.670373e-06,0.004179135,0.016400456,0.005996704,0.022527695,-1.7177314e-05,0.029184967,0.048099786,0.0035010576,0.039701402,6.562844e-05,0.013179123,0.0009383559,0.033801675,0.031620055,0.034823895,0.0036387444,0.009058416,0.030301124,7.2214752e-06,0.00013418496,0.0005973205,0.00023817271,0.013110936,0.00035291165,-1.2433156e-06,0.0035214722,0.0047546327,0.01476416
s_016um_00175_00262-1,0.0032978058,0.00241144,6.136671e-05,0.0017082095,0.00538902,6.80238e-05,0.0031454563,0.005577296,-4.4696033e-05,-1.14087015e-07,-1.2014061e-07,0.014987439,0.0032384545,0.00052675605,-2.0824373e-06,2.8070062e-05,-0.00023508072,5.1528215e-05,0.021787465,0.015241742,0.0003139004,0.013347119,0.005555153,0.0075781345,-0.00013545156,-8.722767e-06,-8.003786e-06,0.0020777732,-1.09896064e-07,0.013617098,0.020169526,0.002714783,0.008146524,2.7604401e-05,0.00013758987,-0.00024023652,3.0640513e-07,0.014916509,-1.611188e-07,0.018425018,0.00035355985,0.0012304634,0.012275279,5.246699e-05,0.014813513,7.636845e-06,0.023662895,3.427267e-07,0.00022184104,0.022487968,-4.870817e-07,3.1292439e-06,8.381903e-08,-2.635643e-07,0.033010542,-2.702698e-06,0.0035852343,0.00017744303,0.010479927,0.0056796074,1.3653189e-05,0.0039265305,0.0037409812,0.005124837,0.008950442,0.0008699298,0.014442503,0.0053996593,0.004215136,0.006636232,0.007918209,0.028640836,0.004332319,5.699694e-07,0.00040329248,0.018841356,0.0074158013,0.0085513,2.0176172e-05,2.2817403e-06,0.0030154437,0.015869498,-5.820766e-10,0.029483736,-4.991889e-06,-6.938353e-08,-0.00014787912,0.0001309514,0.022192836,-9.2089176e-05,0.00040848553,1.2572855e-08,0.0039999336,0.015788287,0.0039352626,0.021367311,-2.8971583e-05,0.03023535,0.045775622,0.0034233928,0.037659347,6.95996e-05,0.013179421,0.0011922866,0.036499947,0.03195432,0.03440422,0.0022544563,0.0189085,0.03112483,-2.1558255e-05,0.00011117011,0.00079908967,0.00022760034,0.013105631,9.0897083e-07,-3.878027e-06,0.007798493,0.004737526,0.014139682
s_016um_00368_00336-1,0.0033547878,0.0019796938,5.4836273e-06,0.001793623,0.00502792,6.880611e-06,0.003176421,0.0056806505,-3.0770898e-05,-1.8905848e-07,3.46601e-05,0.015026212,0.00015874952,0.0004438311,-2.4717301e-05,7.6238066e-06,-0.00024234504,0.0012994409,0.021048814,0.014778107,0.00018148124,0.013564348,0.00027979165,0.0071074367,-0.00039819628,1.3504177e-08,-2.6106834e-05,0.0022132844,-1.0319054e-06,0.0131371915,0.020476043,7.21775e-09,0.008119494,-1.7462298e-09,0.0002783835,6.363541e-05,1.0812655e-06,0.014900744,2.3655593e-07,0.017833054,0.00032956898,0.001206398,0.0075820684,0.00013417006,0.014780402,6.3739717e-06,0.024054796,2.59839e-07,0.00020769984,0.021799743,-4.163012e-07,-1.3556331e-05,4.4014305e-06,0.00091560185,0.032643527,1.7795712e-05,0.00367482,0.00014285743,0.010449499,0.0056420863,-9.649247e-05,0.003924176,0.0037428886,0.0050829947,0.009081453,0.0008505136,0.014552355,0.0054502487,0.0047516525,0.006659776,0.007299781,0.028636187,0.004418969,5.606562e-06,0.0006034076,0.018894166,0.0070715845,0.008625627,6.550923e-06,-4.1231513e-05,0.0062999725,0.014749229,0.0006762445,0.030663818,-5.6583434e-05,0.0010573268,-4.7843903e-05,7.34441e-05,0.021525651,-0.000112228096,0.0001167506,-3.5390258e-07,0.0043123662,0.015528679,0.0041713417,0.021808177,-3.4879893e-05,0.026441276,0.043687046,0.0034154058,0.037442416,2.9344112e-05,0.013179243,0.00081282854,0.028522521,0.030008554,0.022833467,0.0014570206,3.591925e-05,0.029675692,-9.486452e-06,0.00014334917,0.0004962012,0.00019487739,0.00931865,4.6551228e-05,-9.301305e-05,0.00022477657,0.004749924,0.014419138
s_016um_00126_00250-1,0.0031780452,0.002077654,0.00023199618,0.0017948747,0.0052636415,7.690117e-05,0.0030644834,0.005782008,-3.201887e-06,-1.3317913e-07,5.8986247e-05,0.015015513,0.0031360537,0.00047989935,-3.9488077e-07,1.9278377e-05,-0.00023508072,0.0009263605,0.021868259,0.015827924,0.00036201626,0.0138248205,0.01100111,0.0101822615,-0.00010370463,-4.2077154e-06,-2.4039298e-05,0.0027579367,-2.2817403e-07,0.013622314,0.020284444,0.00016282499,0.0082582235,0.00045851618,0.00016582757,-0.00024021417,2.1457672e-06,0.014973432,4.0493906e-05,0.018762201,0.0004095435,0.0013400465,0.010542691,0.00016488135,0.014792234,1.2077391e-05,0.02441889,6.943941e-05,0.00022374094,0.022614866,-1.3913959e-06,0.00018961728,2.047792e-05,-1.7462298e-10,0.03347525,0.00050877035,0.003992319,9.190291e-05,0.010458857,0.005608052,1.296401e-06,0.003992513,0.003769815,0.005005434,0.009029925,0.0009807944,0.014660537,0.005401984,0.006236911,0.006661296,0.00823918,0.028642535,0.0043974966,4.10676e-05,0.0006367713,0.018856525,0.0073566437,0.008878112,1.0453165e-05,2.162531e-06,0.0050795674,0.016423076,-2.0768493e-07,0.027145088,5.941838e-05,7.722527e-05,-0.00014485419,0.000295721,0.021417439,-0.00013647228,7.389486e-05,9.033829e-08,0.0042289346,0.015812993,0.006193489,0.021751285,-3.926456e-05,0.027323425,0.04214108,0.0034222454,0.03755462,3.3754855e-05,0.013179302,0.0008364022,0.028370291,0.030347347,0.026737034,0.0014803708,0.001129359,0.029959023,1.7073005e-05,0.00014612079,0.0005164072,0.00020172447,0.00995332,5.4400414e-05,7.933006e-05,0.0041007847,0.004732579,0.01511541
s_016um_00242_00251-1,0.0031816512,0.0022263378,0.00023368001,0.0018294603,0.0050166547,0.00020824373,0.0030220896,0.0058269203,8.6613e-07,-7.916242e-09,3.3508986e-06,0.014993012,0.003025204,0.0005059466,-1.6391277e-07,2.238527e-05,-0.00017292053,0.005417496,0.022059321,0.015385687,0.00035862625,0.013889968,0.008076102,0.012693793,-0.00012667477,-9.9651515e-08,-2.6393682e-05,0.0029805452,-2.3003668e-07,0.013754904,0.020451367,0.00014658272,0.008276045,0.00014062226,0.00013387948,-0.00024023652,7.69645e-06,0.015041709,8.4843487e-07,0.018199027,0.00036314875,0.0013940185,0.010423243,0.00016089529,0.014780998,2.5916845e-05,0.025063664,0.00029917806,0.00021268427,0.022506773,-1.47596e-05,-5.4668635e-07,0.00021018833,-1.5925616e-07,0.033594072,0.0005230829,0.004380241,0.00014141202,0.010456294,0.0056088865,-4.5634806e-06,0.0040795505,0.0037849545,0.00501509,0.009057075,0.0009582341,0.014955729,0.005417794,0.005936295,0.0066414773,0.008091807,0.028636187,0.004328072,0.00043017417,0.0005653426,0.018871188,0.007397324,0.0090251565,-2.561137e-08,-2.7939677e-09,0.0033944696,0.015380412,9.313226e-09,0.02622199,0.0001026839,6.6448e-05,-0.00014787167,2.8401613e-05,0.021419555,-0.00013776869,5.16288e-05,3.306195e-08,0.004166484,0.015816748,0.007790476,0.02142033,-2.8215349e-05,0.026816875,0.04599729,0.0034151226,0.037446648,3.5613775e-05,0.013194829,0.0008791536,0.02842012,0.030436665,0.025554627,0.00058885664,0.002774179,0.030072182,0.00014159828,0.00014105439,0.0005514771,0.0002103895,0.009443909,0.00010018051,9.7397715e-06,0.0009870529,0.004731685,0.015675277
s_016um_00149_00301-1,0.0032577068,0.0021181405,0.0001842156,0.0019107759,0.0050148666,0.00027795136,0.0030549467,0.005753249,9.577721e-05,-8.428469e-08,1.9241124e-06,0.014990389,0.0029257834,0.0004753843,-6.3795596e-07,2.5376678e-05,-0.00020787865,0.0009827465,0.022051841,0.015707344,0.00035992265,0.014068186,0.0059500635,0.011414617,-3.3844262e-05,-3.878027e-06,-2.6386231e-05,0.0028883964,1.7462298e-10,0.013880342,0.020433754,1.7937273e-06,0.008289725,0.0007825345,0.00014803559,-0.00024021417,9.7882e-06,0.015001684,2.7365983e-05,0.01944533,0.00041552633,0.0013565421,0.01023218,0.00016195327,0.014793187,1.2744218e-05,0.024647713,0.00019044429,0.00023208559,0.022972554,-9.564683e-07,1.4621764e-07,0.00164783,1.5497208e-06,0.03338918,0.00033277273,0.0041180104,0.0005725175,0.010516256,0.0056087077,-1.12988055e-05,0.0040198565,0.0037763715,0.0050080866,0.009146005,0.0010736287,0.014877945,0.0054482818,0.006829977,0.006674409,0.008190781,0.028636217,0.004314333,2.6356429e-06,0.00055433065,0.018871963,0.0071846247,0.009553492,-1.1641532e-10,-3.163144e-05,0.0012289137,0.015460432,-1.2759119e-05,0.026379764,0.00022299588,4.8689544e-05,-0.00014730543,6.0167164e-05,0.021446794,-0.00013874471,4.0836632e-05,1.7462298e-10,0.0041570514,0.015950948,0.006602347,0.021810144,-4.665181e-05,0.026822388,0.042085767,0.00341326,0.037430078,3.058836e-05,0.013179183,0.00082308054,0.027769953,0.029987872,0.02371025,0.00015481561,0.00034654886,0.030029148,3.800541e-05,0.00013361871,0.0005089715,0.0001957342,0.0080828965,2.0444393e-05,3.6057085e-05,0.0019337088,0.004734859,0.014988303
s_016um_00258_00106-1,0.0032940805,0.0020880997,0.00027180463,0.0016794652,0.0053770244,6.1243773e-06,0.0030541122,0.005610049,-7.4680895e-05,1.065433e-06,-1.5925616e-06,0.014999628,0.00031995773,0.0004753247,-3.427267e-06,1.0870397e-05,-0.000227727,0.00015573949,0.02162078,0.014965832,0.00042463094,0.013662964,0.0015427768,0.0069758594,-0.0005220324,-9.151176e-06,-7.1879476e-06,0.0021658093,-5.112961e-07,0.013031751,0.020191818,0.00018072128,0.008064389,-1.642108e-05,9.535253e-05,-0.00024023652,2.0954758e-07,0.0149537325,-0.00015222281,0.018481642,0.00033950806,0.0013582408,0.008347392,5.4337084e-05,0.014792085,7.789582e-06,0.023789048,5.5413693e-07,0.0002669096,0.02385807,2.682209e-06,0.00039490312,-0.00025233626,1.8849969e-06,0.033135504,-3.1050295e-06,0.00356251,0.0047368705,0.010773718,0.0061516464,0.0006648898,0.0039230585,0.0037370771,0.005005941,0.008943468,0.00076292455,0.014419258,0.0054448545,0.00459671,0.0066334605,0.0068033636,0.028826684,0.004471004,3.1664968e-06,0.0007635653,0.018845677,0.0070180893,0.008668423,2.4233013e-06,1.7462298e-09,8.2962215e-06,0.015346795,-7.236749e-05,0.02681011,9.313226e-10,8.8222325e-05,-0.00014770031,2.9303133e-05,0.022648752,-9.6820295e-06,0.0023297817,-1.9129366e-06,0.004051462,0.015442699,0.005153239,0.021821588,-4.177913e-05,0.028262615,0.039084435,0.0034226924,0.037795186,4.0937215e-05,0.013178974,0.0008434504,0.028411984,0.030201316,0.024794787,0.001123175,0.010726184,0.030082285,1.7508864e-07,9.778887e-05,0.0006034523,0.00019228458,0.01139909,-4.2188913e-07,-7.8540295e-05,0.0023780465,0.004743874,0.014657736
s_016um_00011_00059-1,0.0031639189,0.0021055937,7.252395e-05,0.002018392,0.005019754,0.00012208521,0.0030023158,0.005759567,7.683411e-09,-1.3690442e-07,0.00012427568,0.014991522,0.0019206256,0.00045292825,-2.0582229e-07,1.9427389e-05,-0.00024128705,0.0019634813,0.02291432,0.015708923,0.00038105994,0.013911009,0.004025936,0.011135548,-0.00014922023,-3.511086e-07,-2.6281923e-05,0.0029997528,3.062561e-05,0.01394245,0.020421416,4.3682754e-05,0.008178353,0.00049488246,0.00016257912,-0.00024021417,1.4513731e-05,0.01504609,6.010756e-06,0.018553764,0.00038260221,0.001446411,0.009855151,0.00019948184,0.014783293,1.3355166e-05,0.024328649,0.00042277575,0.00022638589,0.022979528,-3.2205135e-06,-2.8312206e-07,9.2089176e-05,-5.122274e-08,0.03368616,0.0010394007,0.0043923706,7.424876e-05,0.01046291,0.005611539,-6.856397e-06,0.0040739328,0.0037894547,0.005014062,0.009039015,0.0009659976,0.014671624,0.005424112,0.005897492,0.0066707134,0.008644074,0.028636217,0.0043189973,2.4411827e-05,0.00049384683,0.018870711,0.007226497,0.008341014,1.328066e-06,-1.9084662e-05,0.0028378218,0.015382111,-6.891787e-08,0.027322888,0.00020220876,0.00037875026,-0.00014793128,0.00010047853,0.021334648,-0.00013989955,5.1099807e-05,2.739951e-06,0.0042855144,0.015975565,0.0071187913,0.021581799,-3.1817704e-05,0.026574671,0.044797063,0.003412798,0.03742674,3.0327588e-05,0.013179004,0.0008018613,0.026957512,0.030000567,0.024561167,0.0011252314,0.00060865283,0.029981524,0.0001630634,0.00014871359,0.00051404536,0.00020635128,0.0097516775,9.395182e-05,-5.029142e-07,0.0009327978,0.004733652,0.015601099
s_016um_00203_00000-1,0.0033550262,0.0021530837,0.00040040165,0.0018426776,0.0050231814,0.000422962,0.003039211,0.005799055,-5.820766e-08,3.7439167e-07,4.5415014e-05,0.014990598,0.002009645,0.00045578182,-7.450581e-09,1.4610589e-05,-0.00022892654,0.0021472275,0.021844834,0.015714884,0.00036261976,0.013735473,0.011191934,0.011239499,-0.00013187528,-4.2375177e-08,-2.6311725e-05,0.0029219687,-2.393499e-07,0.013928562,0.02037394,8.364022e-05,0.008309752,0.0006200522,0.00018005818,-0.00024022907,6.020069e-06,0.015069336,2.5182962e-05,0.018533409,0.0003926456,0.0014028251,0.009792417,0.00022611767,0.014780253,1.8198043e-05,0.024936587,0.00032941997,0.00022405386,0.022747576,-1.1995435e-06,-3.2410026e-06,1.3504177e-07,-1.8626451e-09,0.033158183,0.0005155653,0.0042722225,9.124726e-05,0.010461062,0.005608231,-1.982972e-05,0.004009515,0.003773585,0.005013466,0.009025961,0.00107342,0.014596641,0.0054112226,0.0061536133,0.006681204,0.0076991916,0.028636605,0.0043818504,7.198006e-05,0.00062135607,0.01887697,0.007448435,0.0087125,1.0915101e-06,1.0011718e-08,0.0035307407,0.015935749,-1.0225922e-06,0.027949363,4.024431e-05,0.00012584776,-0.00014655292,5.3633004e-05,0.02147618,-0.00013337284,5.9004873e-05,6.420538e-06,0.004339054,0.016036063,0.006758213,0.022255361,-2.6453286e-05,0.027338117,0.04685849,0.0034204125,0.037492126,3.4600496e-05,0.013179183,0.0008749366,0.030345917,0.030426353,0.025374293,0.0021884292,0.0017877817,0.030045927,3.8880855e-05,0.00015212595,0.00053376704,0.00020616502,0.010995358,5.7477504e-05,3.0640513e-07,0.0013392866,0.0047528297,0.015307665
s_016um_00052_00026-1,0.0033774823,0.0021316707,0.00013136864,0.0019066632,0.0050577223,0.00055197626,0.0030455887,0.005700916,-6.752089e-08,-2.3283064e-10,0.00010588765,0.014986932,0.0030410737,0.00045257062,-1.7043203e-07,1.4226884e-05,-0.00023079664,0.0012938827,0.022193134,0.015814483,0.00035212934,0.013630897,0.008405358,0.009940714,-5.6900084e-05,-1.215376e-06,-2.5946647e-05,0.0029173046,-4.5169145e-08,0.014378309,0.02029562,7.244572e-05,0.007995099,0.00038485974,0.00018081069,-0.00024023652,4.5001507e-06,0.014992684,3.4049153e-06,0.018679678,0.0004042685,0.0013697743,0.010469943,0.00022020191,0.014780879,2.3499131e-05,0.024557441,0.0003933832,0.000240542,0.023275912,-1.2788922e-05,-2.5648624e-06,6.519258e-09,3.1366944e-06,0.032799423,0.00030702353,0.004049629,0.00020570308,0.010463923,0.0056078434,-4.2449683e-06,0.0039937496,0.003765881,0.0050192922,0.009030342,0.0009843707,0.014618874,0.005424857,0.005880952,0.0066646934,0.007619709,0.02863717,0.0043547004,2.8666109e-05,0.0006016791,0.018880755,0.0075365305,0.00914976,6.733462e-07,-7.512048e-06,0.0026018173,0.015942901,-2.53506e-06,0.029720873,0.00010291487,0.00051223487,-0.00014738739,3.241375e-05,0.021963209,-0.00012984872,5.479902e-05,2.7950853e-05,0.004214257,0.01622358,0.005896151,0.02208805,-1.9803643e-05,0.02707547,0.047215104,0.0034196228,0.037482977,3.2451004e-05,0.013185352,0.0008857697,0.029906303,0.03034088,0.024408609,0.004218295,0.0014617294,0.029862702,3.1337142e-05,0.00016835332,0.0005267933,0.00021520257,0.012211144,4.317984e-05,-1.1641532e-10,0.0012476742,0.0047360957,0.015221059
s_016um_00067_00289-1,0.0034066886,0.0021101683,9.290874e-05,0.0018681139,0.005045831,0.000485532,0.0030209422,0.005717635,-5.122274e-08,-6.845221e-08,4.315749e-06,0.014989793,0.0013771951,0.0004541278,8.8941306e-08,1.616031e-05,-0.0002315715,0.0014714897,0.021880388,0.015478402,0.00032790005,0.0140559375,0.014389098,0.011889905,-0.00012262166,-1.3913959e-06,-2.6356429e-05,0.0030620843,-2.8684735e-07,0.013052106,0.02045989,0.00028982013,0.008058727,0.0005951449,0.00034890324,-0.00024023652,3.1981617e-05,0.015026271,1.5225261e-05,0.018479645,0.0003882274,0.0013020635,0.00918749,0.00015490502,0.014780819,1.4916062e-05,0.024448246,8.8855624e-05,0.00021219999,0.022200525,0.0012417883,-1.4062971e-07,-2.4128705e-05,4.068017e-06,0.033406228,0.0012167841,0.004491508,4.7504902e-05,0.010447055,0.005607426,-1.1488795e-05,0.0040620416,0.0038075894,0.005007252,0.009045005,0.000920251,0.0146814585,0.0054261982,0.0056022108,0.006682992,0.0077560246,0.028636217,0.004413694,5.676225e-05,0.00045781583,0.018877357,0.0076951385,0.008500099,2.0872802e-05,-4.832819e-05,0.0038066357,0.015072882,2.7474016e-08,0.028030962,6.3266605e-05,9.071827e-05,-0.00014712662,5.3603202e-05,0.021564156,-0.0001226291,5.6236982e-05,-7.7765435e-08,0.004145503,0.015704334,0.0063788593,0.021448344,-3.2924116e-05,0.028868258,0.044265628,0.0034547448,0.037702918,4.182756e-05,0.013187677,0.0009662807,0.03294298,0.031191587,0.025784314,0.00068579614,0.0022728294,0.030329496,9.81763e-05,0.00013222545,0.0005549565,0.0002122894,0.009004146,3.460422e-05,-2.561137e-09,0.0013121068,0.0047347695,0.0153259635
s_016um_00025_00263-1,0.0033372194,0.002175033,0.00030837953,0.0019676685,0.005082935,0.00058899075,0.0030804276,0.0057888925,1.3336539e-06,-3.7252903e-08,4.6998262e-05,0.014994085,0.0013854504,0.00049328804,-1.9790605e-09,1.9367784e-05,-0.00023106486,0.0030576885,0.021920413,0.015732944,0.00037316233,0.014061332,0.016542405,0.0116122365,-3.439188e-05,-1.4901161e-06,-2.5473535e-05,0.002679348,-4.451722e-07,0.0141041875,0.020313203,8.598715e-05,0.0082837045,0.0006957501,0.00014927238,-0.00024023652,2.8517097e-06,0.014984131,5.8330595e-05,0.018834054,0.00041150302,0.0013201833,0.009414941,0.00021571666,0.014787525,1.7017126e-05,0.02475211,0.00021672249,0.00023380667,0.023094147,-2.0433217e-06,4.1443855e-08,2.6669353e-05,1.4342368e-06,0.033110976,0.00044089556,0.004079148,0.00016631931,0.010456741,0.0056096613,-1.3634562e-06,0.0039800107,0.0037707835,0.0050686747,0.008993894,0.0009544492,0.014558345,0.005402237,0.0067982078,0.0066696703,0.008066267,0.028652161,0.0044410527,6.688386e-05,0.0006304234,0.018874228,0.0072701275,0.008946449,-9.2200935e-08,-1.4614314e-05,0.0049747825,0.016147316,-3.4924597e-10,0.026711762,1.0758638e-05,7.739663e-05,-0.00014553964,3.0305237e-05,0.021666437,-0.00012607872,0.00019780546,4.5225024e-06,0.0041595995,0.016253829,0.005723655,0.022421747,-2.8513372e-05,0.027775675,0.047732502,0.0034396648,0.03771895,3.708154e-05,0.013184607,0.0008701533,0.030264348,0.030571014,0.025198787,0.0024828762,0.0012017637,0.02993846,7.676333e-05,0.00016027689,0.00053750724,0.00020623207,0.01116398,3.8508326e-05,1.3969839e-09,0.0030945688,0.004741639,0.014952958
s_016um_00256_00258-1,0.0032041073,0.0021190494,0.00015349686,0.0021215677,0.005069211,0.00016055256,0.0032359362,0.005883515,-3.0212104e-06,-1.0570511e-07,4.605949e-05,0.015024155,0.010845542,0.0005610585,-1.2777746e-06,5.4188073e-05,-0.00024680048,0.00052785873,0.022371083,0.016339779,0.00035895407,0.015478522,0.019589573,0.011285573,-3.511086e-07,-3.6191195e-06,-2.6416034e-05,0.0024743378,-7.385388e-07,0.014502645,0.020260304,7.670373e-06,0.008729905,0.0011354834,0.00025983155,-0.00024002045,4.7907233e-06,0.014965117,0.0002495125,0.019341856,0.00042498112,0.001357168,0.011859864,0.00031368434,0.014781147,9.423122e-06,0.024187297,1.033023e-05,0.00023721159,0.023060054,0.0022264272,-3.585592e-07,-6.4302236e-05,-5.3364784e-07,0.0321393,3.2167882e-06,0.003979355,2.508983e-05,0.0104800165,0.0056084692,-7.2188675e-05,0.0039839298,0.0037713647,0.005002767,0.008993447,0.000937894,0.014601976,0.0053843856,0.007293135,0.0067335963,0.007859707,0.028636187,0.0042960346,1.598522e-05,0.0004005581,0.01884523,0.007272631,0.009214878,-4.9360096e-07,-5.0600618e-05,0.0043592453,0.015487939,8.882955e-06,0.027160764,7.662922e-06,0.00026328117,-0.0001398176,7.000938e-05,0.021682918,-0.00013632327,4.1995198e-05,-9.825453e-06,0.004208401,0.015458405,0.0047089607,0.022492409,-5.512312e-05,0.02621904,0.040950984,0.0034148842,0.037515074,3.101304e-05,0.013179362,0.00081166625,0.026895404,0.02985087,0.024234354,0.00030959398,0.00012537092,0.029686838,2.6281923e-06,0.0001284182,0.00048355758,0.00020089,0.0073943436,0.00034676492,-1.1939555e-05,0.0018167496,0.0047365725,0.014946878
s_016um_00193_00035-1,0.0033772886,0.0021603703,0.00021641701,0.0018704534,0.005035013,0.00016486645,0.0030763596,0.0058705807,-6.966293e-07,1.5366822e-08,0.00012239069,0.014994651,0.0011069775,0.00045853853,-1.03376806e-07,1.3623387e-05,-0.00022708625,0.0018549562,0.02181536,0.01574254,0.00033531338,0.014020205,0.009637445,0.011087358,-7.0765615e-05,5.19678e-06,-2.6367605e-05,0.0028353184,-2.8684735e-07,0.014038533,0.020440549,0.0001007095,0.008509189,0.0006547719,0.0001284033,-0.00024023652,1.2308359e-05,0.015006989,0.00013142079,0.018990815,0.000406906,0.0013297051,0.009147376,0.00025586784,0.0147795975,1.7039478e-05,0.024618775,0.00012599677,0.00022435933,0.022622555,1.1730939e-05,-5.476177e-07,7.553026e-07,-2.561137e-09,0.032875568,0.00016910583,0.0042455196,2.4028122e-05,0.010450453,0.005609125,-4.079938e-05,0.004018262,0.003782615,0.0050070137,0.009043634,0.0012535453,0.014654845,0.005407214,0.006108582,0.0066919625,0.007640958,0.028636307,0.0043960363,7.172674e-05,0.0006356165,0.018867344,0.0073105097,0.009166241,3.306195e-07,1.6065314e-08,0.005283639,0.0154979825,9.546056e-09,0.027727008,8.871779e-06,0.000117488205,-0.00014535338,9.127706e-05,0.021419257,-0.00013869256,4.3515116e-05,1.5340745e-05,0.0044175386,0.016257852,0.006837994,0.022297412,-2.4389476e-05,0.027660936,0.047947466,0.0034276694,0.037540376,3.5636127e-05,0.013179153,0.00087732077,0.029264778,0.03043729,0.025305688,0.0022916347,0.0015201569,0.029939443,5.8013946e-05,0.00015353411,0.00053251535,0.00021283329,0.010616332,0.00017411262,-8.1490725e-10,0.0022871643,0.004736066,0.015285641
