,M_1,M_2,M_3,M_4,M_5,M_6,M_7,M_8,M_9,M_10,M_11,M_12,M_13,M_14,M_15,M_16,M_17,M_18,M_19,M_20,M_21,M_22,M_23,M_24,M_25,M_26,M_27,M_28,M_29,M_30,M_31,M_32,M_33,M_34,M_35,M_36,M_37,M_38,M_39,M_40,M_41,M_42,M_43,M_44,M_45,M_46,M_47,M_48,M_49,M_50,M_51,M_52,M_53,M_54,M_55,M_56,M_57,M_58,M_59,M_60,M_61,M_62,M_63,M_64,M_65,M_66,M_67,M_68,M_69,M_70,M_71,M_72,M_73,M_74,M_75,M_76,M_77,M_78,M_79,M_80,M_81,M_83,M_84,M_85,M_87,M_88,M_89,M_90,M_91,M_92,M_93,M_94,M_95,M_96,M_97,M_98,M_99,M_100,M_101,M_102,M_103,M_105,M_106,M_107,M_108,M_109,M_110,M_111,M_112,M_113,M_114,M_115,M_116,M_117,M_118,M_119,M_120,M_121,M_122,M_123,M_124,M_125,M_126,M_127,M_128,M_129,M_130,M_131,M_132,M_133,M_134,M_135,M_136,M_137,M_138,M_139,M_140,M_141,M_142,M_143,M_144,M_145,M_146,M_147,M_148,M_149,M_150,M_151,M_152,M_153,M_154,M_155,M_156,M_157,M_158,M_159,M_160,M_161,M_162,M_163,M_164,M_165,M_166,M_167,M_168,M_169,M_170,M_171
s_016um_00217_00180-1,0.0032502115,0.002195567,0.00048281997,1.3139099e-05,0.0018132031,0.0050625205,4.065782e-05,0.00010500848,0.003071934,0.0058320165,3.161654e-05,-3.585592e-08,0.0032984912,0.00996089,0.002206996,-5.7742e-08,0.0054838657,1.0732561e-05,0.000280492,9.573996e-07,0.015003741,0.007603526,0.000111185014,0.0005941242,6.9849193e-10,5.794689e-05,-0.00012129545,0.0064392984,0.0223293,0.015853792,0.00033721328,0.014254063,0.009295851,0.011509538,-0.00011412799,-2.1234155e-06,-2.6356429e-05,-1.036562e-06,0.002971679,-5.159527e-07,-3.306195e-08,0.013880312,0.00011306256,0.020388544,7.54185e-05,0.008202314,0.0002084896,0.00015856326,-0.00024019182,2.7753413e-06,0.015030175,0.00011063367,4.3492764e-07,1.08890235e-05,0.018259257,0.00038051605,0.0013039112,0.012271345,0.00234285,-3.678724e-08,0.0001989603,0.0075736046,0.017646223,0.014769465,0.013239831,2.1036714e-05,0.024591208,2.1122396e-05,0.00023412704,0.022612154,5.2414834e-06,-5.370006e-06,1.6856939e-07,0.0018769652,0.0047768652,-7.7299774e-08,3.6727637e-05,1.9650906e-07,0.03305754,0.0006449595,0.00065873563,8.414686e-05,0.0043595284,0.025294125,0.000119924545,0.010474473,0.0056098998,0.0035846382,0.00010256469,-5.9660524e-06,-1.1090189e-05,0.0040841848,0.0038090497,0.0075285137,-0.0001417175,0.0050430894,0.009056717,0.0009992868,3.4365803e-07,0.014779091,2.1278858e-05,0.005428463,0.009531051,0.006239414,0.0066634715,0.008301824,0.028610677,0.004468277,4.994124e-05,0.00054372847,0.018852293,0.007441163,0.009492129,2.1252781e-06,-1.0197982e-07,0.0020009428,0.01582089,-6.1951578e-06,0.02764368,0.00019168854,0.004608944,0.00023218244,1.2077391e-05,-0.0001475066,8.098781e-06,5.530566e-05,0.02147308,-0.00013609976,7.677078e-05,4.163012e-07,0.004279405,0.01584068,0.006641954,0.021519035,-4.1864812e-05,0.026301026,0.04155934,0.0034337789,0.037448764,3.125146e-05,0.013221681,0.00083224475,-4.461035e-07,0.0037440509,0.027439356,0.02997464,0.03227997,1.5556812e-05,0.025081336,-7.3369592e-06,0.00044541806,0.000529699,0.0016262233,1.5422702e-05,1.1395663e-05,0.029737413,3.6098063e-06,0.00013184547,0.00050071627,1.8239021e-05,0.00020261109,0.008758098,6.1836094e-05,2.8811395e-05,0.0028954148,3.511086e-07,0.0047647357,0.015031695
s_016um_00224_00262-1,0.0032216758,0.0021367967,0.00020062923,1.1481345e-05,0.0019431412,0.0051203966,4.0974468e-05,0.00023960322,0.0031001717,0.0059310496,2.7436763e-05,-1.0952353e-06,0.0033155829,0.00996092,0.00220038,-1.4342368e-07,0.0054840147,-1.8812716e-07,6.0349703e-05,9.573996e-07,0.014992207,0.0036239773,0.00011104345,0.00048673153,-1.7043203e-07,2.5652349e-05,-0.00024111569,0.0023878515,0.022379488,0.016167343,0.00034882128,0.014123678,0.015555441,0.012016863,-2.9712915e-05,-5.7779253e-06,-2.6144087e-05,-1.0356307e-06,0.0027524978,-1.611188e-07,-2.514571e-08,0.013948947,0.00011330098,0.02040717,5.137548e-05,0.008581579,0.0010257661,0.00020681322,-0.00024017692,6.2491745e-06,0.015004545,0.00011063367,4.582107e-07,8.583814e-05,0.018959343,0.00040198863,0.0013697147,0.010432452,0.00234285,-3.1664968e-08,0.00023844838,0.0075728893,0.017646223,0.014771014,0.013243496,1.27106905e-05,0.024469435,8.345395e-05,0.0002419129,0.022886932,4.9099326e-06,2.0049512e-05,1.1455268e-07,0.0018785447,0.0047772527,9.445474e-06,3.6727637e-05,8.8475645e-08,0.032744527,0.00016461313,0.00065873563,8.414686e-05,0.004201293,0.025294125,0.00012706965,0.010491103,0.005610347,0.003586322,9.980798e-05,-1.3690442e-05,-1.1101365e-05,0.0040296763,0.003800422,0.0075285137,-0.0001417175,0.0050242245,0.009015411,0.0009880066,4.0512532e-08,0.014649361,2.1278858e-05,0.0054076016,0.009534478,0.0064581335,0.006720543,0.008197963,0.028611422,0.0044434518,4.401803e-05,0.00058439374,0.018855602,0.0072472394,0.009250313,3.9022416e-07,-2.5253743e-05,0.0017681569,0.016017437,-4.755333e-06,0.027463585,3.194064e-05,0.004608944,0.00012011826,1.2129545e-05,-0.00014466047,8.098781e-06,0.00013076514,0.021446764,-0.0001379475,7.7046454e-05,2.4866313e-07,0.004252091,0.015938759,0.0056684315,0.0221093,-4.232675e-05,0.02669388,0.044350713,0.0034359246,0.037459046,3.2346696e-05,0.013221115,0.0008506626,-4.498288e-07,0.0037440509,0.029167563,0.03012544,0.0322814,1.5694648e-05,0.024840802,-6.4484775e-06,0.00044537336,0.0007574856,0.0006423071,5.8021396e-07,1.1891127e-05,0.029807746,3.0510128e-05,0.00014689565,0.0005251169,1.8239021e-05,0.00020579249,0.009094834,7.247552e-05,4.8801303e-07,0.0024243444,5.569309e-07,0.004783049,0.015076786
s_016um_00313_00231-1,0.0032541305,0.002174452,7.025525e-05,1.0538846e-05,0.0018799305,0.0050355643,3.9499253e-05,0.0001391843,0.0030867308,0.0056937635,2.6896596e-05,-5.2619725e-08,0.003298983,0.00996086,0.0021985322,-1.383014e-07,0.0054840147,6.519258e-09,7.559359e-05,9.573996e-07,0.014990568,0.0026912987,0.00011102855,0.00049750507,-4.8428774e-08,1.6964972e-05,-0.00023470074,0.0013246834,0.022381037,0.016090214,0.00036736578,0.013965726,0.0090198815,0.011020303,-0.00015876442,2.0187348e-05,-2.643466e-05,-1.036562e-06,0.0029420704,-3.1199306e-07,-2.9802322e-08,0.013969481,0.000112846494,0.020503402,2.4847686e-06,0.0081834495,0.00026657432,0.00017715245,-0.00024017692,2.2504479e-05,0.015003085,0.00011063367,4.6752393e-07,7.405132e-05,0.018921733,0.00041586906,0.001431793,0.009471625,0.00234285,-4.2375177e-08,0.00030590594,0.007572621,0.017646223,0.014770448,0.013239473,3.077835e-05,0.02469647,6.119907e-05,0.00023527443,0.022624254,5.03473e-06,-2.9839575e-06,-1.983717e-06,0.0018774569,0.004781395,1.8041581e-05,3.6727637e-05,-1.1175871e-07,0.03308481,0.00035785884,0.00065873563,8.414686e-05,0.0044194907,0.025294125,5.1744282e-05,0.010463238,0.0056094527,0.003584981,9.243935e-05,-3.5263598e-05,-1.109764e-05,0.0040358454,0.0038029104,0.0075285137,-0.0001417175,0.0050270557,0.009075761,0.0010603517,1.9725412e-06,0.014923245,2.1278858e-05,0.0053980052,0.009528965,0.0058394372,0.0066806376,0.00831002,0.028610677,0.004401028,0.00012335926,0.0005238205,0.018853635,0.0072316825,0.009053022,2.9802322e-07,-1.7587095e-05,0.0015291721,0.015646636,-7.202849e-06,0.02702275,1.9740313e-05,0.004608944,6.2990934e-05,1.2077391e-05,-0.0001476407,8.098781e-06,3.7979335e-05,0.021514326,-0.00013503432,6.000325e-05,3.0007213e-06,0.004252881,0.015960276,0.0070666373,0.021622807,-4.7706068e-05,0.026140213,0.039513797,0.0034312159,0.037427723,2.8971583e-05,0.013221264,0.0008288026,-4.4889748e-07,0.0037440509,0.027906507,0.029745072,0.032280773,1.5635043e-05,0.02387935,-4.2803586e-06,0.00044528395,0.0006285757,0.00106664,4.2654574e-07,1.2543052e-05,0.029678911,6.393343e-05,0.0001341328,0.00049582124,1.8239021e-05,0.00019796938,0.0090991855,0.00013042986,6.906316e-05,0.0012194812,2.644956e-07,0.004786581,0.015484005
s_016um_00191_00047-1,0.003267035,0.0022717565,0.00013166666,1.0620803e-05,0.0019595772,0.005055949,3.9462e-05,0.00019605458,0.0030396283,0.00584659,3.485009e-05,-2.7474016e-07,0.0033001453,0.00996086,0.0021992326,-1.4062971e-07,0.005484283,2.3283064e-10,3.376603e-05,9.573996e-07,0.014999568,0.0022788942,0.00011104345,0.0004919544,-2.7474016e-08,2.4303794e-05,-0.0002379641,0.0011975616,0.022327632,0.016080528,0.00034946203,0.013864547,0.012568384,0.011503011,-7.1801245e-05,1.911074e-06,-2.6393682e-05,-1.036562e-06,0.002754584,-5.7742e-08,-4.9360096e-08,0.0138601065,0.00011288375,0.020430654,3.291294e-05,0.008389026,0.0006060824,0.00013381243,-0.00024019182,9.08412e-06,0.015040249,0.00011064112,4.8521906e-07,3.6869198e-05,0.018681854,0.0003966093,0.0013513863,0.009913355,0.00234285,-4.0512532e-08,0.00022710115,0.0075727105,0.017646223,0.0147672,0.013239801,1.5016645e-05,0.024540842,0.00010628253,0.00023002923,0.022589982,4.855916e-06,-6.940216e-06,-1.2209639e-06,0.0018773526,0.004779637,2.624467e-06,3.6727637e-05,0.0,0.03354618,0.0009980798,0.00065873563,8.414686e-05,0.0046874136,0.025294125,3.361702e-05,0.010465443,0.005611241,0.0035877079,9.5397234e-05,-2.0224601e-05,-1.1101365e-05,0.004099965,0.0038277954,0.0075285137,-0.0001417175,0.0050276667,0.009065121,0.001071915,2.8125942e-07,0.014750153,2.1278858e-05,0.005442202,0.0095356405,0.006669998,0.0067301393,0.008069932,0.028610677,0.0045517534,0.00026634336,0.0006749779,0.018868178,0.0072931945,0.008960098,7.869676e-07,1.809001e-05,0.0015108734,0.015443355,-9.456649e-06,0.0270648,7.3906034e-05,0.004608944,0.00010025501,1.2096018e-05,-0.00014721602,8.098781e-06,0.00016010553,0.021376908,-0.00013858825,6.5047294e-05,1.2572855e-07,0.0042290986,0.015852809,0.006300807,0.021581113,-3.4134835e-05,0.026993781,0.04399535,0.0034349263,0.037449837,3.386289e-05,0.013221353,0.00086401403,-4.4796616e-07,0.0037440509,0.03108105,0.030541986,0.032280773,1.5635043e-05,0.024722904,-9.75281e-06,0.00044550002,0.00063004345,0.0010299981,7.050112e-07,1.4640391e-05,0.029833287,4.6823174e-05,0.00013582408,0.00052024424,1.8239021e-05,0.0002052784,0.009347856,0.000101827085,2.1319836e-05,0.0012077689,2.4586916e-07,0.004790187,0.015307367
s_016um_00229_00278-1,0.0032440573,0.0021302253,0.00017265975,1.0676682e-05,0.001838252,0.0050599575,4.022941e-05,0.00029253215,0.0031340718,0.0057486296,3.0208379e-05,-9.778887e-09,0.003309518,0.009961039,0.0022013038,-1.3364479e-07,0.0054840744,5.820766e-10,5.0593168e-05,9.573996e-07,0.014996231,0.013908118,0.00011104345,0.0005612299,-4.833564e-07,6.729737e-05,-0.00022876263,0.0010061562,0.022168845,0.016294688,0.0003048554,0.014618933,0.016741306,0.010614067,-3.2883137e-05,-1.7713755e-06,-2.6416034e-05,-1.036562e-06,0.002653852,-7.9814345e-07,-4.8428774e-08,0.013770819,0.000112861395,0.020351559,0.0001263246,0.008258849,0.00041306764,0.00013847649,-0.00024019182,2.7734786e-06,0.014992237,0.00011075288,4.8521906e-07,6.587058e-05,0.018776,0.00040242076,0.0012952685,0.01314038,0.00234285,-3.0733645e-08,0.00021359324,0.0075728,0.017646223,0.014767408,0.013242453,1.69985e-05,0.024485707,1.4167279e-05,0.00023439527,0.022526473,4.2598695e-06,8.4377825e-05,7.9441816e-07,0.0018762052,0.004776478,-9.218231e-06,3.6727637e-05,-4.8894435e-09,0.03231877,0.00010326505,0.00065872073,8.414686e-05,0.0041862577,0.025294125,5.782023e-05,0.01048252,0.005612701,0.0035861135,0.00010597706,-5.2224845e-05,-1.1101365e-05,0.00401181,0.0037939847,0.0075285137,-0.0001417175,0.005020827,0.009003609,0.0009917468,6.472692e-08,0.01463449,2.1278858e-05,0.005420685,0.009532571,0.006651789,0.0067301095,0.008154333,0.028610766,0.0043626875,0.00012009591,0.0005070418,0.01885134,0.0073176324,0.009462982,3.259629e-09,-1.15484e-05,0.003081888,0.016121,-1.1641532e-07,0.027792186,0.00011204928,0.004608944,0.0002856627,1.2103468e-05,-0.00014656037,8.098781e-06,0.00013074279,0.021637976,-0.00013951212,8.028746e-05,-1.8533319e-06,0.004187882,0.015623242,0.0045991093,0.021772563,-5.1427633e-05,0.026950687,0.0428555,0.0034316927,0.0374358,3.315881e-05,0.013221145,0.00085924566,-4.498288e-07,0.0037440509,0.02927342,0.030052781,0.032280594,1.5616417e-05,0.02514112,-1.6052276e-05,0.0004452616,0.00018110126,0.00070367754,7.7392906e-07,1.1503696e-05,0.029859185,6.305054e-06,0.00013016164,0.00054961443,1.8239021e-05,0.00021285564,0.007857829,5.2772462e-05,-1.1399388e-06,0.0017182082,3.2782555e-07,0.004783377,0.014717847
s_016um_00074_00218-1,0.0033228993,0.002236724,0.000104896724,1.2218952e-05,0.0018988252,0.00506413,3.937632e-05,0.0002630353,0.003105238,0.0057781637,2.5514513e-05,-1.1688098e-07,0.0033091009,0.00996086,0.0022000074,-1.2572855e-07,0.0054841638,5.09806e-06,7.996336e-06,9.573996e-07,0.014999777,0.0015182346,0.0001110211,0.00046481937,-1.8440187e-07,1.5560538e-05,-0.00021953881,0.0016802102,0.022402406,0.01637882,0.0003636703,0.013983488,0.010702968,0.010912001,-0.000101685524,-7.953495e-07,-2.6192516e-05,-1.036562e-06,0.003048122,0.0,-3.8649887e-08,0.014263123,0.00011306256,0.020422071,8.493662e-06,0.008266509,0.0003617406,0.00022668391,-0.00024017692,4.572794e-06,0.015036136,0.00011063367,4.3585896e-07,3.061071e-05,0.01872763,0.00039175898,0.001370579,0.0098721385,0.0023428649,-3.3993274e-08,0.0002612397,0.0075725913,0.017646223,0.014768243,0.013241887,2.1725893e-05,0.024683654,0.0003094524,0.0002361387,0.022642642,5.122274e-06,-1.8104911e-06,-3.958121e-09,0.0018775761,0.0047796816,1.4763325e-05,3.6727637e-05,3.3248216e-07,0.03330192,0.00038829446,0.00065873563,8.414686e-05,0.0043227524,0.025294125,0.00013415515,0.01046744,0.0056094825,0.003587678,9.7863376e-05,-4.535541e-06,-1.110509e-05,0.004042387,0.0037977993,0.0075285137,-0.0001417175,0.005026713,0.009025395,0.0010070056,1.9185245e-07,0.014669776,2.1278858e-05,0.0054528117,0.009536058,0.0062386096,0.0066761672,0.007842183,0.028610706,0.0044534653,1.8641353e-05,0.0005873665,0.018869877,0.0072339773,0.009407669,6.917864e-06,1.0477379e-09,0.0028924495,0.015906006,-5.7462603e-06,0.02808258,0.00019554049,0.004608944,0.000740096,1.2103468e-05,-0.00014586002,8.098781e-06,7.6111406e-05,0.021554112,-0.0001360178,6.371364e-05,5.410984e-06,0.004220426,0.016110957,0.0062675476,0.021926254,-2.937764e-05,0.026361197,0.046026617,0.0034338534,0.037461966,3.2465905e-05,0.013221532,0.0008470118,-4.4703484e-07,0.0037440509,0.02852717,0.03013122,0.032280147,1.5571713e-05,0.024000853,-5.1688403e-06,0.0004451424,0.0015258491,0.0012717396,7.972121e-07,1.385808e-05,0.029807717,0.00010866672,0.00015673786,0.0005143285,1.8239021e-05,0.0002053678,0.010858387,6.734207e-05,9.452924e-08,0.0018898696,3.1944364e-07,0.0047656745,0.015316784
s_016um_00409_00153-1,0.0031900853,0.0022209436,0.00014085323,1.161918e-05,0.0020209998,0.005035728,3.973022e-05,0.00024255365,0.0031799227,0.0057385266,2.9198825e-05,-4.189089e-06,0.003298074,0.00996089,0.0021997392,-1.2945384e-07,0.005485058,0.0,8.011609e-05,9.573996e-07,0.0150249,0.0025134832,0.0001110211,0.00047070533,-1.0244548e-08,1.4968216e-05,-0.00022478402,0.0018826723,0.02225414,0.01665476,0.00038214773,0.014244735,0.005022213,0.011852741,-0.00013764948,9.148568e-05,-2.6412308e-05,-1.036562e-06,0.0029394925,-3.3713877e-07,-3.8649887e-08,0.014398009,0.0001129508,0.020455956,1.9207597e-05,0.008146286,0.0006343797,0.00015927106,-0.00024019182,1.7113984e-05,0.015025377,0.00011064857,4.8894435e-07,0.00017100573,0.018869072,0.00040145963,0.0013455749,0.010286719,0.00234285,-4.004687e-08,0.0002944246,0.0075725913,0.017646283,0.0147690475,0.013239503,1.9602478e-05,0.024745882,0.00012629479,0.00022988766,0.02263087,6.1597675e-06,-1.3094395e-05,-1.5692785e-07,0.0018779337,0.004782155,2.894923e-05,3.6727637e-05,-1.3038516e-07,0.033756375,0.00058299303,0.00065873563,8.414686e-05,0.004886642,0.025294125,3.578514e-05,0.010465026,0.00560987,0.0035872906,9.290874e-05,-7.789582e-06,-1.1101365e-05,0.004128188,0.003830567,0.0075285137,-0.0001417175,0.005087614,0.009043694,0.0010144264,2.1755695e-06,0.014915973,2.1278858e-05,0.005452335,0.009533048,0.0060715973,0.006700158,0.007999122,0.028610706,0.0044310987,0.00016587228,0.0005507171,0.018865794,0.0072568953,0.008968681,-5.8673322e-08,0.000618197,0.0010348707,0.015214413,-1.3437122e-05,0.028143734,0.00013616681,0.004608944,0.0006188303,1.2081116e-05,-0.00014723837,8.098781e-06,8.8237226e-05,0.021434218,-0.0001378581,6.856024e-05,1.1501834e-06,0.0043265224,0.015848547,0.006746173,0.021437585,-3.4619123e-05,0.026449233,0.042844713,0.0034343153,0.037444055,3.065169e-05,0.0132210255,0.00081919134,-4.498288e-07,0.0037440509,0.02785328,0.030019581,0.032280326,1.559034e-05,0.024789244,-9.413809e-06,0.0004453659,0.0004798472,0.0015776008,1.9147992e-06,1.4226884e-05,0.02983588,8.761883e-05,0.00014232844,0.00050324947,1.8239021e-05,0.00019952655,0.009817243,0.00012411177,0.0001398027,0.0014789104,1.5692785e-07,0.0047705024,0.015351921
s_016um_00081_00041-1,0.0032586604,0.0021388233,2.713129e-05,1.0084361e-05,0.0020222664,0.0051639825,3.9942563e-05,0.00038338453,0.0030487627,0.005723536,2.8084964e-05,2.7246773e-05,0.0033062994,0.00996092,0.0021985322,-1.3643876e-07,0.0054860413,-2.910383e-10,2.0295382e-05,9.573996e-07,0.014992267,0.0024904162,0.00011109561,0.0004905984,5.820766e-11,1.8846244e-05,-0.00023304671,0.001658842,0.022398263,0.0161345,0.00034874678,0.014022261,0.012365341,0.013074696,-6.691739e-05,-4.0195882e-06,-2.6304275e-05,-1.036562e-06,0.0031860769,-2.3841858e-07,-2.3283064e-08,0.014549524,0.00011276454,0.020403802,7.50646e-05,0.008282572,0.000890404,0.0002200082,-0.00024010241,3.6899e-06,0.015013993,0.00011063367,4.796311e-07,5.3402036e-05,0.018645048,0.00038405508,0.0013349056,0.009781271,0.00234285,-3.259629e-08,0.00032611936,0.0075727403,0.017646223,0.014769524,0.013252139,1.353398e-05,0.024628937,0.000103890896,0.00024349242,0.02282381,4.371628e-06,-6.519258e-08,-8.1490725e-09,0.0018768907,0.0047758073,-1.5757978e-06,3.6727637e-05,2.0116568e-07,0.032858163,0.0002830103,0.00065872073,8.414686e-05,0.0041169673,0.025294125,0.00068371,0.0104825795,0.0056098998,0.0035867393,9.611249e-05,-6.187707e-06,-1.1101365e-05,0.0040227324,0.0037998855,0.0075285137,-0.0001417175,0.005022049,0.009037524,0.001074031,3.958121e-08,0.014676958,2.1278858e-05,0.0054193735,0.009532601,0.0060938597,0.0067192614,0.008314967,0.028614223,0.004458338,0.000144355,0.0005952269,0.018861413,0.007264495,0.008717328,3.7550926e-06,-5.7723373e-06,0.0046293885,0.01620856,-3.4552068e-07,0.028068036,3.774464e-05,0.004608944,0.00013064593,1.2110919e-05,-0.00013169646,8.098781e-06,8.647889e-05,0.021514088,-0.00013875961,7.136911e-05,3.5502017e-06,0.0043884516,0.016156733,0.006172627,0.022120118,-3.2942742e-05,0.026826173,0.04561293,0.003433302,0.037445784,3.244728e-05,0.013221145,0.0008403957,-4.498288e-07,0.0037440509,0.029152095,0.030370265,0.03228426,1.597032e-05,0.024951577,-3.6191195e-06,0.00044522434,0.001102671,0.0019820482,1.3262033e-06,1.7039478e-05,0.029850662,0.00024379045,0.00016130507,0.0005349964,1.8239021e-05,0.00022490323,0.0101314485,0.00015161186,1.3042241e-05,0.0029489994,2.59839e-07,0.004771173,0.015673965
s_016um_00087_00032-1,0.0034533143,0.0022055209,0.0002822727,1.532957e-05,0.001906231,0.005068481,3.9409846e-05,0.00014608353,0.003299281,0.0057635605,3.132969e-05,-6.565824e-08,0.0033156127,0.00996086,0.002197072,-1.3969839e-07,0.0054847896,8.009374e-07,5.349517e-06,9.573996e-07,0.014983922,0.0013708174,0.00011101365,0.00045208633,-7.208437e-07,1.0270625e-05,-0.00023628771,0.0009392053,0.021828324,0.015934765,0.00036372244,0.014295548,0.01156798,0.011053771,-8.7976456e-05,8.335337e-07,-2.5939196e-05,-1.036562e-06,0.0028631538,-1.8440187e-07,-3.5390258e-08,0.015187174,0.00011511892,0.02045083,0.0009306073,0.008167446,0.00016671419,0.00013328344,-0.00024019182,9.97819e-06,0.015049487,0.00011063367,4.945323e-07,6.7956746e-05,0.019433498,0.00043366104,0.0013682693,0.009432167,0.00234285,-3.306195e-08,0.00029341877,0.007572472,0.017646223,0.014768869,0.013239533,2.8282404e-05,0.024588406,7.260218e-05,0.00025971234,0.02318409,4.347414e-06,-2.996996e-06,-3.144145e-06,0.0018780082,0.004792109,0.0005052015,3.6727637e-05,5.1688403e-08,0.032651335,0.00019852817,0.00065875053,8.414686e-05,0.00415726,0.025294125,0.00026569515,0.010507196,0.0056098104,0.0035848469,9.0025365e-05,-2.7250499e-05,-1.110509e-05,0.004003942,0.0037888438,0.0075285137,-0.0001417175,0.0050299913,0.008984119,0.0010924488,4.7963113e-08,0.014576554,2.1278858e-05,0.005429834,0.009546459,0.006846994,0.00669533,0.007555872,0.028612405,0.004499167,6.279722e-05,0.0007571578,0.018877596,0.007315874,0.009116322,5.2154064e-08,8.4284693e-07,0.003982678,0.016016066,-2.7474016e-08,0.02954027,9.166077e-06,0.004608944,9.429455e-05,1.212582e-05,-0.00014607608,8.098781e-06,7.427856e-05,0.021580964,-0.0001180768,6.7118555e-05,-9.9651515e-08,0.004332021,0.015645295,0.0063063204,0.022624433,-3.1787902e-05,0.028101653,0.045861185,0.0034386665,0.03749934,3.748387e-05,0.013221145,0.0008748174,-4.4889748e-07,0.0037440509,0.029553503,0.030581534,0.03228116,1.5672296e-05,0.027821362,-1.1194497e-05,0.00044541806,0.00061082095,0.0035114288,3.1292439e-07,2.2299588e-05,0.030132264,3.5297126e-05,0.00012901425,0.0005883202,1.8239021e-05,0.00024764985,0.008709341,0.00014547259,0.00012693554,0.0020496696,4.088506e-07,0.004769087,0.015361369
s_016um_00294_00115-1,0.0031264275,0.0020417422,4.68567e-05,1.0307878e-05,0.0018152893,0.005147442,4.2501837e-05,4.6737492e-05,0.0030996948,0.005808413,2.3696572e-05,0.0,0.0032993406,0.009961396,0.0021972954,-1.4156103e-07,0.0054849684,-1.3969839e-07,1.0348856e-05,9.573996e-07,0.01498878,0.0016806722,0.00011104345,0.00044718385,-3.259629e-09,1.1891127e-05,-0.00023934245,0.0022102445,0.023177594,0.016581327,0.0003176108,0.013538748,0.0035602748,0.012389004,-4.286319e-05,1.6950071e-07,-2.5149435e-05,-8.577481e-07,0.0030689687,-2.4447218e-09,1.1641532e-10,0.013971835,0.00011320412,0.020525992,2.5879592e-05,0.008346111,0.0017433912,0.00025729835,-0.00023972988,1.0963529e-05,0.014989108,0.00011063367,4.2375177e-07,9.267777e-05,0.018841356,0.00037642568,0.0014270395,0.0091487765,0.0023429394,-3.7252903e-08,0.00029741228,0.007572621,0.017646223,0.014778137,0.013245493,2.482161e-05,0.024696529,0.0001591444,0.00023471564,0.022786796,3.8091093e-06,1.3586134e-05,-2.2118911e-09,0.0018762499,0.004774362,-5.5596232e-05,3.6727637e-05,3.4458935e-08,0.033184886,0.00015094131,0.00065875053,8.414686e-05,0.004313946,0.025294125,0.000366278,0.010492265,0.005609125,0.0035841763,9.705871e-05,-2.4847686e-06,-1.110509e-05,0.004057899,0.003825277,0.0075285137,-0.0001417175,0.005022466,0.009113938,0.0011305511,2.514571e-08,0.014777541,2.1278858e-05,0.005387932,0.009526074,0.006130755,0.0067350566,0.008331031,0.028610677,0.004278928,1.5506521e-07,0.00068724155,0.018872231,0.0072140396,0.00921917,3.2600015e-05,5.217269e-06,0.0043746084,0.016496569,-4.656613e-09,0.026993334,0.000102080405,0.004608944,0.00053637475,1.2073666e-05,-0.00014605373,8.098781e-06,5.0984323e-05,0.021477818,-0.00013580918,8.0447644e-05,-2.2118911e-09,0.004220143,0.015695542,0.0051590353,0.022714168,-3.8240105e-05,0.026479602,0.04126066,0.0034322888,0.03744015,3.0454248e-05,0.0132210255,0.000794664,-4.498288e-07,0.0037440509,0.026899189,0.029877067,0.03228125,1.5679747e-05,0.0253824,-1.0367483e-05,0.00044619292,0.000627175,0.0011346638,6.793067e-06,1.3530254e-05,0.029912323,0.00025451928,0.00014640391,0.00048729777,1.8239021e-05,0.00020511448,0.010139495,0.0004588291,-4.5169145e-08,0.0010019243,2.104789e-07,0.0047700107,0.015757412
