epoch: 01, loss1: 38.37928009, loss2: 2852.48803711, loss3: 4979.92480469, loss4: 47.13402557, loss: 7917.92578125. 
epoch: 02, loss1: 38.69521713, loss2: 2609.71972656, loss3: 4736.22900391, loss4: 47.11198425, loss: 7431.75585938. 
epoch: 03, loss1: 40.00333786, loss2: 2381.97314453, loss3: 4488.78906250, loss4: 47.12512589, loss: 6957.89062500. 
epoch: 04, loss1: 42.52089691, loss2: 2167.87524414, loss3: 4233.75927734, loss4: 47.19530106, loss: 6491.35058594. 
epoch: 05, loss1: 46.70275879, loss2: 1966.54516602, loss3: 3966.33398438, loss4: 47.33809662, loss: 6026.91992188. 
epoch: 06, loss1: 53.54404449, loss2: 1777.42858887, loss3: 3679.83837891, loss4: 47.54761124, loss: 5558.35888672. 
epoch: 07, loss1: 65.32053375, loss2: 1600.27526855, loss3: 3364.54321289, loss4: 47.75725555, loss: 5077.89648438. 
epoch: 08, loss1: 87.31180573, loss2: 1434.78222656, loss3: 3005.96459961, loss4: 47.62207031, loss: 4575.68066406. 
epoch: 09, loss1: 131.74990845, loss2: 1280.48303223, loss3: 2582.35058594, loss4: 47.15382385, loss: 4041.73730469. 
epoch: 10, loss1: 226.57354736, loss2: 1136.96838379, loss3: 2060.91577148, loss4: 46.58744049, loss: 3471.04516602. 
epoch: 11, loss1: 433.49047852, loss2: 1004.10711670, loss3: 1395.60937500, loss4: 46.00601959, loss: 2879.21313477. 
epoch: 12, loss1: 865.24041748, loss2: 882.38568115, loss3: 576.07550049, loss4: 45.41398239, loss: 2369.11572266. 
epoch: 13, loss1: 1168.68566895, loss2: 772.61254883, loss3: 523.28533936, loss4: 44.59243011, loss: 2509.17602539. 
epoch: 14, loss1: 933.28643799, loss2: 677.06658936, loss3: 481.20413208, loss4: 44.59535217, loss: 2136.15258789. 
epoch: 15, loss1: 650.32067871, loss2: 594.48327637, loss3: 318.43212891, loss4: 44.94921494, loss: 1608.18530273. 
epoch: 16, loss1: 437.73391724, loss2: 523.14807129, loss3: 263.66912842, loss4: 45.49600220, loss: 1270.04699707. 
epoch: 17, loss1: 321.12420654, loss2: 460.85769653, loss3: 328.69525146, loss4: 45.99737167, loss: 1156.67456055. 
epoch: 18, loss1: 263.44979858, loss2: 406.37481689, loss3: 345.76931763, loss4: 46.35801315, loss: 1061.95190430. 
epoch: 19, loss1: 237.74897766, loss2: 358.64291382, loss3: 310.02850342, loss4: 46.51000595, loss: 952.93041992. 
epoch: 20, loss1: 229.63983154, loss2: 316.87518311, loss3: 281.58679199, loss4: 46.41633224, loss: 874.51812744. 
epoch: 21, loss1: 228.12808228, loss2: 280.63198853, loss3: 362.92864990, loss4: 46.20848465, loss: 917.89721680. 
epoch: 22, loss1: 214.45558167, loss2: 249.77186584, loss3: 393.03015137, loss4: 46.46169281, loss: 903.71923828. 
epoch: 23, loss1: 197.15823364, loss2: 223.48477173, loss3: 344.59481812, loss4: 46.87870026, loss: 812.11651611. 
epoch: 24, loss1: 181.82437134, loss2: 200.79632568, loss3: 329.17529297, loss4: 47.21790314, loss: 759.01391602. 
epoch: 25, loss1: 170.09667969, loss2: 180.83868408, loss3: 352.60223389, loss4: 47.36423874, loss: 750.90185547. 
epoch: 26, loss1: 161.56921387, loss2: 163.01206970, loss3: 367.62594604, loss4: 47.36877441, loss: 739.57604980. 
epoch: 27, loss1: 155.47259521, loss2: 146.97650146, loss3: 357.22946167, loss4: 47.34272003, loss: 707.02130127. 
epoch: 28, loss1: 151.85250854, loss2: 132.50665283, loss3: 328.31137085, loss4: 47.34233475, loss: 660.01287842. 
epoch: 29, loss1: 150.73321533, loss2: 119.49899292, loss3: 316.80682373, loss4: 47.36503220, loss: 634.40411377. 
epoch: 30, loss1: 148.42355347, loss2: 107.89324951, loss3: 318.49212646, loss4: 47.35824203, loss: 622.16717529. 
epoch: 31, loss1: 140.62767029, loss2: 97.64912415, loss3: 287.10119629, loss4: 47.31544495, loss: 572.69342041. 
epoch: 32, loss1: 131.59510803, loss2: 88.53176880, loss3: 261.14718628, loss4: 47.27503967, loss: 528.54907227. 
epoch: 33, loss1: 125.16696167, loss2: 80.28190613, loss3: 254.62811279, loss4: 47.21511841, loss: 507.29208374. 
epoch: 34, loss1: 122.76985931, loss2: 72.77375793, loss3: 236.49058533, loss4: 47.09731293, loss: 479.13150024. 
epoch: 35, loss1: 124.38462067, loss2: 65.99393463, loss3: 241.63072205, loss4: 46.93787003, loss: 478.94714355. 
epoch: 36, loss1: 122.46092224, loss2: 59.95101547, loss3: 237.44499207, loss4: 46.89855957, loss: 466.75549316. 
