epoch: 01, loss1: 11.55143833, loss2: 941.11193848, loss3: 1568.20129395, loss4: 15.96964455, loss: 2536.83447266. 
epoch: 02, loss1: 11.75541401, loss2: 845.56097412, loss3: 1468.08679199, loss4: 16.10852814, loss: 2341.51196289. 
epoch: 03, loss1: 12.34640694, loss2: 751.95782471, loss3: 1362.28601074, loss4: 16.26961708, loss: 2142.85986328. 
epoch: 04, loss1: 13.57754898, loss2: 659.20068359, loss3: 1246.13012695, loss4: 16.31646919, loss: 1935.22497559. 
epoch: 05, loss1: 16.13083267, loss2: 571.61608887, loss3: 1115.54382324, loss4: 16.16580009, loss: 1719.45654297. 
epoch: 06, loss1: 21.72622871, loss2: 495.06707764, loss3: 960.23107910, loss4: 15.88304329, loss: 1492.90747070. 
epoch: 07, loss1: 35.27023315, loss2: 427.59136963, loss3: 755.63751221, loss4: 15.44575691, loss: 1233.94494629. 
epoch: 08, loss1: 73.24105835, loss2: 366.80874634, loss3: 449.22082520, loss4: 14.84195042, loss: 904.11260986. 
epoch: 09, loss1: 191.59353638, loss2: 313.16616821, loss3: 311.92773438, loss4: 14.16362572, loss: 830.85107422. 
epoch: 10, loss1: 174.82307434, loss2: 268.44219971, loss3: 319.19201660, loss4: 14.21987343, loss: 776.67712402. 
epoch: 11, loss1: 121.48739624, loss2: 231.60122681, loss3: 230.06147766, loss4: 14.51120377, loss: 597.66131592. 
epoch: 12, loss1: 82.13775635, loss2: 200.48684692, loss3: 146.98403931, loss4: 14.86158180, loss: 444.47021484. 
epoch: 13, loss1: 60.84138870, loss2: 173.35879517, loss3: 122.11766815, loss4: 15.13672161, loss: 371.45455933. 
epoch: 14, loss1: 53.62198639, loss2: 149.30749512, loss3: 91.32531738, loss4: 15.21461296, loss: 309.46939087. 
epoch: 15, loss1: 56.01228333, loss2: 128.13276672, loss3: 60.36803818, loss4: 15.08264065, loss: 259.59573364. 
epoch: 16, loss1: 61.35609436, loss2: 110.18087006, loss3: 106.53290558, loss4: 15.07630539, loss: 293.14614868. 
epoch: 17, loss1: 53.25361633, loss2: 95.32007599, loss3: 53.37224579, loss4: 15.30233765, loss: 217.24829102. 
epoch: 18, loss1: 44.54573059, loss2: 82.93173218, loss3: 51.67647171, loss4: 15.59195709, loss: 194.74588013. 
epoch: 19, loss1: 40.78486633, loss2: 72.22675323, loss3: 74.10949707, loss4: 15.76656342, loss: 202.88769531. 
epoch: 20, loss1: 39.83092117, loss2: 63.03366852, loss3: 59.81282425, loss4: 15.84555912, loss: 178.52297974. 
epoch: 21, loss1: 40.63466644, loss2: 55.17507553, loss3: 29.51756859, loss4: 15.84263515, loss: 141.16993713. 
epoch: 22, loss1: 41.80033875, loss2: 48.58232498, loss3: 54.96353531, loss4: 15.83065319, loss: 161.17684937. 
epoch: 23, loss1: 40.83916092, loss2: 43.22809982, loss3: 53.91402054, loss4: 15.92212200, loss: 153.90339661. 
epoch: 24, loss1: 38.60671234, loss2: 38.82010651, loss3: 28.95982361, loss4: 16.06082726, loss: 122.44747162. 
epoch: 25, loss1: 36.64870071, loss2: 35.04196167, loss3: 35.27992630, loss4: 16.18466377, loss: 123.15524292. 
epoch: 26, loss1: 35.75182724, loss2: 31.59491348, loss3: 44.72378540, loss4: 16.25442505, loss: 128.32495117. 
epoch: 27, loss1: 35.79483795, loss2: 28.37551880, loss3: 33.07315826, loss4: 16.28381920, loss: 113.52733612. 
epoch: 28, loss1: 36.41063690, loss2: 25.40274811, loss3: 25.84942627, loss4: 16.29406166, loss: 103.95687103. 
epoch: 29, loss1: 36.88996124, loss2: 22.76713562, loss3: 38.11996078, loss4: 16.30504608, loss: 114.08209991. 
