epoch: 01, loss1: 12.18553638, loss2: 1529.50329590, loss3: 2733.44946289, loss4: 23.27040100, loss: 4298.40869141. 
epoch: 02, loss1: 12.00025463, loss2: 1388.72314453, loss3: 2607.57592773, loss4: 23.10659409, loss: 4031.40600586. 
epoch: 03, loss1: 12.10916328, loss2: 1253.46044922, loss3: 2478.20874023, loss4: 22.91566467, loss: 3766.69409180. 
epoch: 04, loss1: 12.57356739, loss2: 1121.62731934, loss3: 2341.81372070, loss4: 22.68743706, loss: 3498.70214844. 
epoch: 05, loss1: 13.58420658, loss2: 993.95880127, loss3: 2194.98339844, loss4: 22.42443848, loss: 3224.95068359. 
epoch: 06, loss1: 15.64776897, loss2: 872.48199463, loss3: 2032.52026367, loss4: 22.14354134, loss: 2942.79345703. 
epoch: 07, loss1: 20.10807228, loss2: 759.58496094, loss3: 1842.10485840, loss4: 21.86653709, loss: 2643.66430664. 
epoch: 08, loss1: 30.63471031, loss2: 659.21923828, loss3: 1599.86523438, loss4: 21.64394188, loss: 2311.36328125. 
epoch: 09, loss1: 57.87891006, loss2: 573.11413574, loss3: 1267.40661621, loss4: 21.54777336, loss: 1919.94738770. 
epoch: 10, loss1: 133.14088440, loss2: 498.63385010, loss3: 774.13354492, loss4: 21.56624031, loss: 1427.47448730. 
epoch: 11, loss1: 344.13171387, loss2: 431.89480591, loss3: 484.19882202, loss4: 21.64170647, loss: 1281.86706543. 
epoch: 12, loss1: 378.82061768, loss2: 372.46508789, loss3: 545.51031494, loss4: 21.36298752, loss: 1318.15905762. 
epoch: 13, loss1: 275.68298340, loss2: 320.51550293, loss3: 465.84393311, loss4: 21.01663971, loss: 1083.05908203. 
epoch: 14, loss1: 172.14273071, loss2: 275.56005859, loss3: 302.36959839, loss4: 20.79258919, loss: 770.86499023. 
epoch: 15, loss1: 112.21518707, loss2: 236.63522339, loss3: 219.71891785, loss4: 20.53372955, loss: 589.10308838. 
epoch: 16, loss1: 87.45044708, loss2: 203.21865845, loss3: 181.86770630, loss4: 20.18562126, loss: 492.72241211. 
epoch: 17, loss1: 90.85301208, loss2: 174.84379578, loss3: 102.24043274, loss4: 19.81776428, loss: 387.75500488. 
epoch: 18, loss1: 127.11716461, loss2: 151.07263184, loss3: 152.67269897, loss4: 19.59903717, loss: 450.46151733. 
epoch: 19, loss1: 102.87375641, loss2: 131.80569458, loss3: 92.46259308, loss4: 19.56958771, loss: 346.71160889. 
epoch: 20, loss1: 76.90817261, loss2: 115.79509735, loss3: 99.15477753, loss4: 19.66867065, loss: 311.52673340. 
epoch: 21, loss1: 65.55870819, loss2: 102.04403687, loss3: 118.88225555, loss4: 19.79941750, loss: 306.28442383. 
epoch: 22, loss1: 62.52169418, loss2: 90.14209747, loss3: 82.08429718, loss4: 19.83016968, loss: 254.57824707. 
epoch: 23, loss1: 63.71819305, loss2: 79.89039612, loss3: 84.46672821, loss4: 19.73791885, loss: 247.81323242. 
epoch: 24, loss1: 62.12034225, loss2: 71.34368896, loss3: 99.63570404, loss4: 19.83374977, loss: 252.93348694. 
epoch: 25, loss1: 58.03453445, loss2: 64.20282745, loss3: 64.76771545, loss4: 20.08000374, loss: 207.08508301. 
epoch: 26, loss1: 54.85890961, loss2: 58.02648926, loss3: 78.22498322, loss4: 20.32642365, loss: 211.43679810. 
epoch: 27, loss1: 53.41836548, loss2: 52.54639053, loss3: 85.14977264, loss4: 20.50246048, loss: 211.61698914. 
epoch: 28, loss1: 53.44548035, loss2: 47.63529587, loss3: 69.84474945, loss4: 20.60677910, loss: 191.53231812. 
epoch: 29, loss1: 54.32717514, loss2: 43.24644470, loss3: 61.83309174, loss4: 20.67968559, loss: 180.08639526. 
epoch: 30, loss1: 54.47246933, loss2: 39.38503647, loss3: 76.95300293, loss4: 20.78701019, loss: 191.59753418. 
epoch: 31, loss1: 52.61903000, loss2: 36.02600479, loss3: 57.62011719, loss4: 20.94245720, loss: 167.20761108. 
epoch: 32, loss1: 50.43840790, loss2: 33.05009079, loss3: 61.65600586, loss4: 21.10065460, loss: 166.24514771. 
epoch: 33, loss1: 49.22213364, loss2: 30.35246277, loss3: 67.69404602, loss4: 21.22174644, loss: 168.49038696. 
epoch: 34, loss1: 49.00873184, loss2: 27.89116096, loss3: 55.11295319, loss4: 21.30583572, loss: 153.31867981. 
epoch: 35, loss1: 49.31555939, loss2: 25.66402245, loss3: 54.97386932, loss4: 21.37515450, loss: 151.32861328. 
epoch: 36, loss1: 48.65676880, loss2: 23.69250870, loss3: 58.51582336, loss4: 21.45182419, loss: 152.31692505. 
epoch: 37, loss1: 46.88814545, loss2: 21.94786453, loss3: 48.21733856, loss4: 21.53376198, loss: 138.58711243. 
epoch: 38, loss1: 45.41559219, loss2: 20.35763741, loss3: 55.78641129, loss4: 21.60620499, loss: 143.16584778. 
epoch: 39, loss1: 44.71300507, loss2: 18.88131905, loss3: 51.18252945, loss4: 21.65937042, loss: 136.43621826. 
epoch: 40, loss1: 44.58008575, loss2: 17.51251602, loss3: 46.32457733, loss4: 21.70084572, loss: 130.11802673. 
epoch: 41, loss1: 44.10079956, loss2: 16.26587486, loss3: 52.19134903, loss4: 21.74414444, loss: 134.30216980. 
epoch: 42, loss1: 42.68862915, loss2: 15.13967705, loss3: 44.23308563, loss4: 21.78958130, loss: 123.85097504. 
epoch: 43, loss1: 41.34523773, loss2: 14.09530544, loss3: 49.13104630, loss4: 21.83282089, loss: 126.40441895. 
epoch: 44, loss1: 40.59167480, loss2: 13.10604286, loss3: 46.55314636, loss4: 21.86749458, loss: 122.11835480. 
epoch: 45, loss1: 40.29375458, loss2: 12.16908646, loss3: 43.37119675, loss4: 21.89717865, loss: 117.73121643. 
epoch: 46, loss1: 39.67002487, loss2: 11.29906750, loss3: 46.28689575, loss4: 21.92829323, loss: 119.18428040. 
epoch: 47, loss1: 38.38530350, loss2: 10.49732685, loss3: 41.47732925, loss4: 21.95982361, loss: 112.31977844. 
epoch: 48, loss1: 37.36494064, loss2: 9.74066448, loss3: 44.53665924, loss4: 21.98972893, loss: 113.63199615. 
epoch: 49, loss1: 36.85798264, loss2: 9.02320480, loss3: 39.67158127, loss4: 22.01552200, loss: 107.56828308. 
epoch: 50, loss1: 36.49120331, loss2: 8.35919762, loss3: 43.17316437, loss4: 22.04135895, loss: 110.06492615. 
epoch: 51, loss1: 35.48728180, loss2: 7.76461983, loss3: 38.24708176, loss4: 22.06560135, loss: 103.56457520. 
epoch: 52, loss1: 34.58010483, loss2: 7.22917318, loss3: 41.38767242, loss4: 22.08861351, loss: 105.28556061. 
epoch: 53, loss1: 34.24275589, loss2: 6.74548435, loss3: 37.04351807, loss4: 22.10886955, loss: 100.14062500. 
epoch: 54, loss1: 33.94802094, loss2: 6.31809902, loss3: 39.93301773, loss4: 22.12880898, loss: 102.32794952. 
epoch: 55, loss1: 32.96150208, loss2: 5.94371653, loss3: 37.17006683, loss4: 22.14414215, loss: 98.21942902. 
epoch: 56, loss1: 32.42459869, loss2: 5.60192347, loss3: 36.95376968, loss4: 22.15881348, loss: 97.13910675. 
epoch: 57, loss1: 32.43468475, loss2: 5.28486443, loss3: 38.08563614, loss4: 22.17466164, loss: 97.97985077. 
epoch: 58, loss1: 31.59363556, loss2: 4.99567413, loss3: 34.95350647, loss4: 22.18393326, loss: 93.72674561. 
epoch: 59, loss1: 30.92273331, loss2: 4.72457886, loss3: 36.61919785, loss4: 22.19292259, loss: 94.45943451. 
epoch: 60, loss1: 30.94764519, loss2: 4.46663570, loss3: 35.73448181, loss4: 22.20436859, loss: 93.35312653. 
epoch: 61, loss1: 30.21202278, loss2: 4.22805786, loss3: 33.94840622, loss4: 22.20968819, loss: 90.59817505. 
epoch: 62, loss1: 29.47245979, loss2: 4.00426340, loss3: 35.56066895, loss4: 22.21456909, loss: 91.25196075. 
epoch: 63, loss1: 29.38937569, loss2: 3.79098749, loss3: 34.39615631, loss4: 22.22182846, loss: 89.79835510. 
epoch: 64, loss1: 28.71824837, loss2: 3.59366655, loss3: 33.08290100, loss4: 22.22505760, loss: 87.61988068. 
epoch: 65, loss1: 28.05395317, loss2: 3.40883303, loss3: 34.21471024, loss4: 22.22808456, loss: 87.90557861. 
epoch: 66, loss1: 27.91964340, loss2: 3.23286891, loss3: 33.71132278, loss4: 22.23175621, loss: 87.09558868. 
epoch: 67, loss1: 27.26889229, loss2: 3.07100320, loss3: 32.26672363, loss4: 22.23328018, loss: 84.83990479. 
epoch: 68, loss1: 26.79375839, loss2: 2.91887903, loss3: 32.38565063, loss4: 22.23480415, loss: 84.33309174. 
epoch: 69, loss1: 26.60578537, loss2: 2.77501702, loss3: 32.88639069, loss4: 22.23508453, loss: 84.50227356. 
epoch: 70, loss1: 25.95677948, loss2: 2.64339066, loss3: 32.24990463, loss4: 22.23506165, loss: 83.08513641. 
epoch: 71, loss1: 25.69289780, loss2: 2.51819515, loss3: 30.97932816, loss4: 22.23207283, loss: 81.42249298. 
epoch: 72, loss1: 25.32701683, loss2: 2.40213442, loss3: 30.77370262, loss4: 22.22879219, loss: 80.73164368. 
epoch: 73, loss1: 24.82522202, loss2: 2.29478431, loss3: 31.23149490, loss4: 22.22628403, loss: 80.57778931. 
epoch: 74, loss1: 24.65153122, loss2: 2.19256353, loss3: 31.25609970, loss4: 22.21794510, loss: 80.31814575. 
epoch: 75, loss1: 24.09808350, loss2: 2.09964871, loss3: 30.61660576, loss4: 22.21489143, loss: 79.02922821. 
epoch: 76, loss1: 23.86679459, loss2: 2.01097226, loss3: 29.60258102, loss4: 22.20426178, loss: 77.68460846. 
epoch: 77, loss1: 23.45418930, loss2: 1.92944872, loss3: 29.02511215, loss4: 22.19817352, loss: 76.60692596. 
epoch: 78, loss1: 23.09361076, loss2: 1.85315335, loss3: 28.71693993, loss4: 22.19081879, loss: 75.85452271. 
epoch: 79, loss1: 22.79195404, loss2: 1.78152251, loss3: 28.75406456, loss4: 22.18132019, loss: 75.50886536. 
epoch: 80, loss1: 22.29707718, loss2: 1.71604800, loss3: 29.73883057, loss4: 22.18106461, loss: 75.93301392. 
epoch: 81, loss1: 22.16667747, loss2: 1.65205503, loss3: 31.08527756, loss4: 22.16117096, loss: 77.06518555. 
epoch: 82, loss1: 21.54239273, loss2: 1.59560049, loss3: 32.91175842, loss4: 22.16803551, loss: 78.21778870. 
epoch: 83, loss1: 21.49499130, loss2: 1.53804624, loss3: 29.26677895, loss4: 22.14285088, loss: 74.44266510. 
epoch: 84, loss1: 21.05083847, loss2: 1.48681974, loss3: 27.13942528, loss4: 22.13908768, loss: 71.81617737. 
epoch: 85, loss1: 20.72572708, loss2: 1.43840504, loss3: 27.23584557, loss4: 22.13056946, loss: 71.53054810. 
