flux_feature,correlation,pval_corr,pval_mw,mean_high,mean_low,fold_change,qval,significant,abs_corr
M_152,0.15565446541693442,8.739368934095972e-28,1.7842468119059926e-27,3.808243213199754e-07,-2.7532911119981928e-06,inf,1.816868804719952e-27,True,0.15565446541693442
M_156,0.15507006790173336,1.3795729319632098e-27,2.786197919491437e-27,0.37083916690468366,0.3156507486845996,1.1748401309043899,2.794519528848553e-27,True,0.15507006790173336
M_7,0.1542537051079265,2.6026581946939168e-27,5.178437787506858e-27,0.0048146630604765815,0.00480943161909651,1.0010877462857148,5.140249934520485e-27,True,0.1542537051079265
M_9,-0.1495136921152578,9.691882917631e-26,1.7764739351828892e-25,0.00253510435336894,0.0027013555568501024,0.9384563786653028,1.8674603670557294e-25,True,0.1495136921152578
M_119,0.1484607523186186,2.1307776449538925e-25,3.839097683978724e-25,2.3866317590262985e-05,-1.2385553711841483e-05,inf,4.0078912845561315e-25,True,0.1484607523186186
M_166,-0.1464971815340321,9.11854962019748e-25,1.5926934887824712e-24,0.002035445791772795,0.0021533111847185215,0.945263186397681,1.6752684185944207e-24,True,0.1464971815340321
M_108,0.14439275972747403,4.236771964180171e-24,7.167891478198694e-24,-1.5373098185777566e-06,-2.9162690654332318e-06,inf,7.606931481141671e-24,True,0.14439275972747403
M_35,0.1419600015651714,2.4317393471172656e-23,3.972048513204127e-23,0.00020554206098006403,0.00011951738314088709,1.7197670797207052,4.2690535204947547e-23,True,0.1419600015651714
M_125,0.1381996418155284,3.4121735477588983e-22,5.297456983784996e-22,0.004688597813352506,0.004680194381971253,1.00179553041934,5.860037179846804e-22,True,0.1381996418155284
M_76,0.1362008082885097,1.349005347471656e-21,2.041959266639034e-21,2.0518239647458086e-05,-2.6217490870876068e-05,inf,2.267477073409805e-21,True,0.1362008082885097
M_85,-0.13312078649977255,1.0779686616223445e-20,1.5726272355361955e-20,0.00017957678003615446,0.0005231058808722793,0.34328954539128886,1.7741567555867755e-20,True,0.13312078649977255
M_43,0.125423248777234,1.5738220739281975e-18,2.116539516846816e-18,0.0005401837942070666,0.000528598627466119,1.0219167552448671,2.5373866089862776e-18,True,0.125423248777234
M_36,0.12469460186856961,2.4836657044792867e-18,3.3169814340843034e-18,-1.5967939914004864e-05,-3.699610893187565e-05,inf,3.9241918130772726e-18,True,0.12469460186856961
M_164,-0.11693116167492722,2.7174958875193823e-16,3.394910006147358e-16,0.0031022799927431705,0.00324355511619101,0.9564443586166828,4.2094544140006116e-16,True,0.11693116167492722
M_116,0.1144985485607182,1.111991584721414e-15,1.3639758753378958e-15,0.00025915966212537386,0.0002631493161624945,0.984838820425978,1.6893718306344561e-15,True,0.1144985485607182
M_38,-0.1098375799554383,1.5232240759975876e-14,1.809705748542088e-14,0.0008161895726869351,0.0008212926938767967,0.9937864768213474,2.270466075543574e-14,True,0.1098375799554383
M_81,0.104728516447923,2.3704197354477165e-13,2.731546813788578e-13,-7.003386453940435e-06,-8.339409641148785e-06,inf,3.467836279636474e-13,True,0.104728516447923
M_23,0.09961487186150422,3.249305466106045e-12,3.6470555548267175e-12,9.070066105023385e-06,1.1430226189653208e-05,0.7935158897584834,4.667184214952319e-12,True,0.09961487186150422
M_42,-0.09933870714708265,3.729055504166251e-12,4.1800569906459405e-12,0.0028406697566967956,0.002845391051786448,0.998340721888934,5.260631871948818e-12,True,0.09933870714708265
M_154,-0.09742200588160928,9.598497321202647e-12,1.0665283446912335e-11,4.566767404724732e-06,9.102727704599589e-06,0.5016921908382643,1.3303180497807177e-11,True,0.09742200588160928
M_71,0.08438691647053019,3.693230232873386e-09,3.91479414061761e-09,0.012535594490550533,0.012116207103901436,1.0346137518988143,5.0304342827068534e-09,True,0.08438691647053019
M_74,-0.07989736488573373,2.3696222134946497e-08,2.482230158959242e-08,0.002393967466873459,0.002462760490554415,0.9720667015957085,3.1728839807809714e-08,True,0.07989736488573373
M_127,0.07756129756980877,5.997897780058204e-08,6.249086164000538e-08,6.1021617436649156e-05,0.00010765487511724712,0.5668263269098627,7.897232077076635e-08,True,0.07756129756980877
M_168,-0.06891197729134113,1.4864955637152234e-06,1.524088083028509e-06,0.01028669354396056,0.010292301588911704,0.9994551223647404,1.9251335989098795e-06,True,0.06891197729134113
M_24,-0.0661734431096291,3.8125975221364988e-06,3.893634864710588e-06,0.008553927169474116,0.008588752858726898,0.9959451983511907,4.857987165302958e-06,True,0.0661734431096291
M_63,0.0636749971013084,8.728080189582437e-06,8.885299927041643e-06,0.003200316498438784,0.003202016183696099,0.9994691828023952,1.0944735475825596e-05,True,0.0636749971013084
M_1,0.05212658319959585,0.00027386872469005333,0.00027592136461962105,5.115546978146812e-05,4.137120399674773e-05,1.2364994208408715,0.0003380567070392846,True,0.05212658319959585
M_131,-0.04761285915558709,0.0008893612526281975,0.0008937815958282249,1.955650096223639e-05,6.251149424431722e-05,0.31284648045370034,0.0010809159839635016,True,0.04761285915558709
M_91,0.04398402025921585,0.0021418479842139613,0.0021491950983947797,0.0008291408391926622,0.0010713848808227926,0.7738963411131078,0.0025637271326197416,True,0.04398402025921585
M_54,0.04162738706696582,0.003670203753503579,0.0036798536930462093,0.0115850879336401,0.011315696619359342,1.0238068696380453,0.00432755367950422,True,0.04162738706696582
M_84,0.03836992591075811,0.007413318935275256,0.007426247011333765,-1.4820397677180798e-05,-1.1113220493750472e-05,inf,0.008612532292452135,True,0.03836992591075811
M_90,-0.028353397279441084,0.04789044013171553,0.04790206417850224,0.006803412540879211,0.006801922443326489,1.000219070059257,0.0548310836290656,False,0.028353397279441084
M_58,-0.02668598560267238,0.06260956898130798,0.06261730660251573,0.006658635464531945,0.006678617691801953,0.9970080294767378,0.07065937070747616,False,0.02668598560267238
M_121,0.025822321513964755,0.07159680550865202,0.07160200098462849,0.011118692375102712,0.011119638011293636,0.9999149580058305,0.07966405119976774,False,0.025822321513964755
M_52,-0.018116207627264628,0.20626740569010052,0.20623842205339404,7.479570998289071e-07,2.1695239119515527e-06,0.3447563291229627,0.22632118124330475,False,0.018116207627264628
M_98,-0.017743122726401363,0.21576683663631663,0.21573601682316634,0.000608693732755834,0.0005987151995549896,1.0166665773781276,0.2335010971817673,False,0.017743122726401363
M_15,0.01744850379655524,0.22348796721536832,0.2234557487087675,0.0058688545562859485,0.0058553631912114995,1.0023041038845717,0.23858850554073105,False,0.01744850379655524
M_95,0.008168610980878326,0.5687765282034751,0.5687303284918779,0.0008666342209038617,0.0008701238717535935,0.9959894780927009,0.5991112763743272,False,0.008168610980878326
M_64,0.006238503201837108,0.663414276010339,0.6633760746803599,0.0004040424877773213,0.0004095145074168378,0.9866377880626666,0.689601681642326,False,0.006238503201837108
M_126,-0.005260775713669798,0.7136221115029,0.7135894258149671,0.0026328951572719803,0.002703729455482546,0.9738012625239075,0.7321577507627156,False,0.005260775713669798
M_94,-0.004122939374837484,0.7736386084278954,0.7736134182038268,-5.1199646094270706e-06,-4.844751515461035e-06,inf,0.7835570521256889,False,0.004122939374837484
M_41,-0.0019227358302382896,0.8932991763264997,0.893290992028783,0.0002663353267871816,0.0002735548692648871,0.9736084300122083,0.8932991763264997,False,0.0019227358302382896
