collection,pathway,full_name,n_genes_total,n_genes_present,coverage,mean_expression,variance,correlation_with_target,pvalue,qvalue,significant_fdr05,abs_correlation
Reactome,G2/M DNA Replication Checkpoint R-HSA-69478,Reactome_G2/M DNA Replication Checkpoint R-HSA-69478,5,5,1.0,0.16936636,0.030742405,0.49424520053706694,0.0,0.0,True,0.49424520053706694
Reactome,Phosphorylation Of Emi1 R-HSA-176417,Reactome_Phosphorylation Of Emi1 R-HSA-176417,6,6,1.0,0.18721756,0.028767444,0.42622065464575615,0.0,0.0,True,0.42622065464575615
Reactome,Condensation Of Prometaphase Chromosomes R-HSA-2514853,Reactome_Condensation Of Prometaphase Chromosomes R-HSA-2514853,10,10,1.0,0.24389306,0.023974886,0.39530056861871155,0.0,0.0,True,0.39530056861871155
MSigDB,Myc Targets V1,MSigDB_Myc Targets V1,200,154,0.77,0.5914886,0.031030316,0.3919294948734471,0.0,0.0,True,0.3919294948734471
Reactome,Golgi Cisternae Pericentriolar Stack Reorganization R-HSA-162658,Reactome_Golgi Cisternae Pericentriolar Stack Reorganization R-HSA-162658,14,13,0.9285714285714286,0.38978782,0.026880216,0.3900537694286011,0.0,0.0,True,0.3900537694286011
Reactome,Chk1/Chk2(Cds1) Mediated Inactivation Of Cyclin B:Cdk1 Complex R-HSA-75035,Reactome_Chk1/Chk2(Cds1) Mediated Inactivation Of Cyclin B:Cdk1 Complex R-HSA-75035,13,12,0.9230769230769231,0.4241838,0.028766228,0.3828742175016553,0.0,0.0,True,0.3828742175016553
Reactome,APC/C-mediated Degradation Of Cell Cycle Proteins R-HSA-174143,Reactome_APC/C-mediated Degradation Of Cell Cycle Proteins R-HSA-174143,87,75,0.8620689655172413,0.5226937,0.021618163,0.3737627909798307,0.0,0.0,True,0.3737627909798307
GO,Positive Regulation Of RNA Biosynthetic Process (GO:1902680),GO_Positive Regulation Of RNA Biosynthetic Process (GO:1902680),9,9,1.0,0.24018927,0.02191388,0.36530887766366615,0.0,0.0,True,0.36530887766366615
Reactome,Regulation Of APC/C Activators Between G1/S And Early Anaphase R-HSA-176408,Reactome_Regulation Of APC/C Activators Between G1/S And Early Anaphase R-HSA-176408,80,69,0.8625,0.55560017,0.024268495,0.3632292876761437,0.0,0.0,True,0.3632292876761437
Reactome,Activation Of APC/C And APC/C:Cdc20 Mediated Degradation Of Mitotic Proteins R-HSA-176814,Reactome_Activation Of APC/C And APC/C:Cdc20 Mediated Degradation Of Mitotic Proteins R-HSA-176814,76,65,0.8552631578947368,0.5742036,0.026530027,0.3596561169292424,0.0,0.0,True,0.3596561169292424
GO,DNA Strand Elongation Involved In DNA Replication (GO:0006271),GO_DNA Strand Elongation Involved In DNA Replication (GO:0006271),12,12,1.0,0.27734387,0.027071755,0.35449851719272607,0.0,0.0,True,0.35449851719272607
Reactome,APC/C:Cdc20 Mediated Degradation Of Mitotic Proteins R-HSA-176409,Reactome_APC/C:Cdc20 Mediated Degradation Of Mitotic Proteins R-HSA-176409,75,64,0.8533333333333334,0.5806404,0.02702315,0.3531885294259749,0.0,0.0,True,0.3531885294259749
GO,Regulation Of Attachment Of Spindle Microtubules To Kinetochore (GO:0051988),GO_Regulation Of Attachment Of Spindle Microtubules To Kinetochore (GO:0051988),9,6,0.6666666666666666,0.2653657,0.034880634,0.35064893063824076,0.0,0.0,True,0.35064893063824076
Reactome,Switching Of Origins To A Post-Replicative State R-HSA-69052,Reactome_Switching Of Origins To A Post-Replicative State R-HSA-69052,90,78,0.8666666666666667,0.52267647,0.021860326,0.3446955709409302,0.0,0.0,True,0.3446955709409302
GO,Positive Regulation Of Attachment Of Spindle Microtubules To Kinetochore (GO:0051987),GO_Positive Regulation Of Attachment Of Spindle Microtubules To Kinetochore (GO:0051987),10,10,1.0,0.35347387,0.02544512,0.34373389342231936,0.0,0.0,True,0.34373389342231936
Reactome,"Activation Of NIMA Kinases NEK9, NEK6, NEK7 R-HSA-2980767","Reactome_Activation Of NIMA Kinases NEK9, NEK6, NEK7 R-HSA-2980767",7,7,1.0,0.2639852,0.03536019,0.34153818062165636,0.0,0.0,True,0.34153818062165636
Reactome,Mitochondrial Protein Import R-HSA-1268020,Reactome_Mitochondrial Protein Import R-HSA-1268020,65,56,0.8615384615384616,0.4802277,0.023231314,0.3397873066631882,0.0,0.0,True,0.3397873066631882
Reactome,Assembly Of Pre-Replicative Complex R-HSA-68867,Reactome_Assembly Of Pre-Replicative Complex R-HSA-68867,110,72,0.6545454545454545,0.5531262,0.0241259,0.3376446772107987,0.0,0.0,True,0.3376446772107987
Reactome,Phosphorylation Of APC/C R-HSA-176412,Reactome_Phosphorylation Of APC/C R-HSA-176412,20,17,0.85,0.3633765,0.02570471,0.3366445613055561,0.0,0.0,True,0.3366445613055561
Reactome,APC:Cdc20 Mediated Degradation Of Cell Cycle Proteins Before Cycle Checkpoint Satisfied R-HSA-179419,Reactome_APC:Cdc20 Mediated Degradation Of Cell Cycle Proteins Before Cycle Checkpoint Satisfied R-HSA-179419,73,62,0.8493150684931506,0.59288216,0.027731601,0.33591643746893973,0.0,0.0,True,0.33591643746893973
